city,2000_suitable,2010_suitable,2000_semi_suitable,2010_semi_suitable,2000_inappropriate,2010_inappropriate
jardim de piranhas,0.24,18.46,73.81,66.04,25.95,15.5
jardim do serido,62.16,71.13,19.09,19.71,18.75,9.15
jucurutu,56.59,27.18,30.11,61.17,13.3,11.65
lagoa nova,0.04,38.43,56.64,47.01,43.32,14.56
lajes,11.75,59.19,72.18,21.91,16.07,18.9
maxaranguape,1.01,3.82,85.69,90.75,13.3,5.43
montanhas,0.85,5.01,82.88,89.69,16.27,5.3
passa e fica,0.91,58.5,58.29,32.49,40.81,9.01
patu,0.14,9.31,74.69,75.62,25.17,15.07
pedro velho,2,35.77,82.21,57.05,15.79,7.18
pendencias,12.42,56.38,82.11,42.58,5.47,1.04
poco branco,22.03,7.68,72.44,86.48,5.53,5.84
rio do fogo,1.15,0.78,87.01,93.26,11.84,5.96
santana do matos,18.05,42.57,27.87,29.63,54.08,27.8
sao jose do campestre,4.34,42.27,75.9,43.61,19.76,14.12
sao paulo do potengi,53.1,58.05,24.89,31.19,22.02,10.76
sao tome,25.39,26.47,31.77,36.47,42.85,37.05
serra do mel,0.17,0.54,90.73,83.94,9.11,15.53
taipu,0.45,2.5,52.38,72.02,47.17,25.48
tangara,46.8,68.69,34.34,24.42,18.86,6.89
tibau do sul,2.57,22.97,90.67,74.98,6.77,2.05
umarizal,0.48,4.9,79.29,80.85,20.22,14.25
upanema,0.04,1.24,46.98,67.95,52.98,30.8
vera cruz,0.15,2.89,71.25,90.34,28.61,6.76
de 20.001 a 50.000 ,22.01,31.38,58.49,57.55,19.5,11.07
apodi,0.32,3.66,61.26,69.49,38.41,26.85
areia branca,16.81,27.89,71.98,67.52,11.21,4.59
barauna,0.2,2.34,75.7,81.42,24.1,16.23
canguaretama,8.36,4.14,80.67,89.78,10.97,6.08
currais novos,78.33,80.87,11.58,11.59,10.09,7.53
extremoz,23.38,28.5,65.94,64.49,10.68,7.02
goianinha,14.12,31.75,66,66.26,19.87,1.98
joao camara,1.1,14.72,74.92,68.95,23.98,16.33
macau,11.24,68.74,82.54,26.48,6.22,4.78
monte alegre,6.43,16.83,58.54,73.79,35.03,9.39
nisia floresta,5.76,9.78,75.8,82.3,18.44,7.92
nova cruz,7.6,13.23,64.66,74.51,27.74,12.25
parelhas,59.66,69.18,24.14,20.42,16.2,10.4
pau dos ferros,51.9,55.49,38.17,41.82,9.93,2.69
santa cruz,59.17,77.99,23.91,9.38,16.92,12.63
santo antonio,2.23,20.66,69.99,61.48,27.78,17.86
sao jose de mipibu,2.49,12.92,77.85,73.68,19.67,13.4
sao miguel,0.32,2.37,66.35,88.91,33.33,8.72
touros,3.29,17.79,71.34,65.73,25.37,16.49
de 50.001 a 100.000 ,35.7,42.33,51.59,51.08,12.7,6.59
acu,26.6,10.72,57.3,83.58,16.09,5.71
caico,67.2,73.57,24.98,21.26,7.82,5.16
ceara-mirim,24.78,39.38,57.95,50.32,17.27,10.31
macaiba,8.76,16.15,73.91,73.41,17.34,10.44
sao goncalo do amarante,38.29,60.66,52.07,36.83,9.64,2.52
de 100.001 a 500.000 ,53.75,58.57,42.47,39.28,3.78,2.15
mossoro,46.46,61.41,47.87,34.84,5.67,3.76
parnamirim,65.71,55.12,33.61,44.68,0.68,0.2
mais de 500.000 ,70.11,61.75,29.52,38.02,0.37,0.22
natal,70.11,61.75,29.52,38.02,0.37,0.22
