city,2000_responsable_illiterate,2010_responsable_illiterate,2000_inappropriate_residence,2010_inappropriate_residence,2000_responsable_illiterate_and_inappropriate_residence,2010_responsable_illiterate_and_inappropriate_residence
triunfo potiguar,61.33,41.76,52.44,26.1,37.78,15.66
venha-ver,67.04,53.17,64.61,7.67,46.63,4.5
vicosa,43.54,26.92,4.78,2.31,0.96,1.54
vila flor,53.48,38.71,5.62,2.87,4.72,1.08
de 5.001 a 10.000 ,56.82,38.15,33.17,18.78,23.13,9.68
antonio martins,52.64,37.99,44.93,16.96,28.96,10.07
augusto severo,63.48,45.11,54.08,48.01,39.42,26.42
baia formosa,54.49,37.87,9.08,5.6,6.05,2.41
bento fernandes,62.56,42.51,41.6,14.32,33.6,6.94
bom jesus,58.21,42.81,25.86,9.86,18.64,5.35
caicara do norte,56.8,42.02,15.34,3.99,11.44,1.69
carnauba dos dantas,30.39,19.56,17.65,7.59,6.31,2.19
carnaubais,56.78,33.26,37.89,7.61,24.22,3.44
coronel ezequiel,60.39,38.32,65.73,38.72,45.93,19.76
cruzeta,38.52,32.23,19.26,14.31,7.77,7.23
doutor severiano,58.49,31.41,42.53,12.91,30.01,5.93
encanto,51.39,35.05,44.6,32.69,26.48,17.63
equador,50.35,24.61,17.61,15.71,11.23,6.98
felipe guerra,43.88,29.42,41.24,26.11,24.86,11.95
florania,48.86,28.74,32.9,13.52,19.22,6.3
grossos,48.77,33.42,21.05,3.13,15.71,2.48
itaja,56.7,33.38,17.4,6.62,12.39,3.38
itau,50.58,27.69,8.49,4.84,4.49,2.42
jacana,57.61,35.75,31.38,26.92,20.27,10.71
jandaira,67.57,46.88,14.29,16.43,10.09,10.34
janduis,56.04,35.83,33.17,12.15,22.71,7.49
januario cicco,64.14,48.4,69.11,26.46,48.33,16.32
japi,69.87,47.26,48.95,22.65,39.96,13.98
jose da penha,63.04,39.1,46.12,6.74,34.63,4.04
lagoa d'anta,68.53,50.4,39.57,13.15,30.75,9.03
lagoa de pedras,66.42,48.74,57.53,36.03,42.78,22.07
lagoa salgada,62.3,49.27,33.5,23.85,22.95,15.74
luis gomes,60.73,40.72,43.85,15.53,32.57,8.11
marcelino vieira,64.52,39.64,39.07,13.03,30.52,6.86
martins,33.29,25.55,15.72,17.51,8.79,4.28
pedro avelino,63.63,40.03,31.96,36.38,23.99,17.56
portalegre,51.19,33.43,56.63,38.17,35.81,17.46
porto do mangue,65.07,35.41,43,23.67,29.32,9.36
presidente juscelino,71.64,44.86,38.6,12.89,30.99,7.36
pureza,49.67,39.57,16.03,40.43,10.53,19.89
riachuelo,58.25,41.89,28.62,8.04,18.63,4.02
sao joao do sabugi,37.57,30.92,21.18,16.2,13.26,8.53
sao miguel do gostoso,74.24,39.52,42.96,12.31,33.91,5.72
sao pedro,58.56,40.07,47.66,23.97,32.69,11.82
sao rafael,61.22,43.95,30.43,18.46,23.03,9.48
sao vicente,47.08,27.25,53.07,7.55,30.43,2.31
senador eloi de souza,61.05,38.96,54.28,15.93,39.36,6.72
serra de sao bento,63.77,47.44,57.09,30.69,39.44,17.28
serra negra do norte,53.7,38.05,42.53,20.4,27.85,14.46
serrinha,68.27,44.57,70.41,41.45,53.53,23.85
severiano melo,53.88,36.54,41.43,17.51,24.37,7.44
sitio novo,64.73,37.26,60.85,27.16,43.03,11.79
tenente ananias,66.43,35.31,43.38,17.32,33.81,7.57
tenente laurentino cruz,47.49,31.63,43.5,8.78,23.22,3.07
varzea,61.39,38.14,25.3,12.16,18.85,6.6
de 10.001 a 20.000 ,54.63,38.36,30.7,15.35,20.69,7.64
acari,39.2,23.45,13.24,10.27,8.28,3.03
afonso bezerra,62.59,46.86,28.9,22.53,19.39,13.55
alexandria,58.31,40.59,40.88,18.49,31.01,10.84
alto do rodrigues,42.16,26.03,10.15,1.07,6.55,0.16
angicos,53.59,38.05,18.99,6.92,13.95,2.83
ares,56.25,38.84,8.25,8.14,6.35,3.76
brejinho,65.25,45.57,25.99,11.26,19.6,6.56
campo redondo,49.45,33.66,50.18,37.27,30.42,15.74
caraubas,52.74,37.51,37.7,20.08,24.59,8.98
cerro cora,57.78,33.99,61.43,35.85,40.51,15.46
espirito santo,69.27,51.89,43.32,14.06,31.63,8.34
governador dix-sept rosado,45.73,34.05,62.47,26.33,35.26,12.74
guamare,44.93,37.89,19.01,3.49,12.36,2.4
ielmo marinho,67.34,39.68,78.29,42.54,55.44,18.87
ipanguacu,56.58,36.57,40.63,8.44,25.78,3.42
jardim de piranhas,55.84,35.75,27.43,15.92,20.6,8.08
jardim do serido,32.52,22.96,18.44,8.97,8.04,2.72
jucurutu,54.93,41.49,13.29,13.62,10.03,7.15
lagoa nova,58.41,40.56,49.1,18.32,32.09,9.58
lajes,48.75,34.14,19.71,22.32,12.99,11.49
maxaranguape,58.7,35.4,16.65,4.79,12.45,1.9
montanhas,63.69,42.11,19.44,7.08,14.41,3.36
passa e fica,62.07,42.65,36.87,9.18,25.1,5.61
patu,52.51,36.8,27.03,15.35,19.77,8.89
pedro velho,59.15,44.25,16.23,8.52,11.9,5.22
pendencias,50,26.83,7.43,0.89,5.03,0.57
poco branco,61.96,46.69,6.46,7.45,5.26,3.76
rio do fogo,58.45,39.88,14.1,7.41,10.76,4.0
santana do matos,61.92,38.64,56.99,25.46,39.57,11.94
sao jose do campestre,60.49,43.21,21.59,14.99,16.1,8.38
sao paulo do potengi,51.11,36.24,23.7,10.07,17.04,5.67
sao tome,52.88,38.11,50.96,43.44,31.07,19.78
serra do mel,47.03,32.8,11.42,18.27,6.39,7.84
taipu,60.73,52.15,54.19,28.74,34.67,17.04
tangara,50.71,36.96,24.82,9.1,17.91,5.16
tibau do sul,58.58,32.78,8.81,2.05,5.36,0.47
umarizal,48.94,39.38,22.5,16.4,14.32,8.66
upanema,54.67,36.62,60.53,34.74,38.5,16.68
vera cruz,64.77,43.69,29.45,3.83,22.23,2.83
de 20.001 a 50.000 ,52.17,35.45,23.39,12.23,16.94,6.45
apodi,49.48,32.72,41.75,27.6,25.98,12.04
areia branca,35.72,23.41,12.08,4.41,7.13,1.65
barauna,60.33,40.21,27.38,17.79,19.76,8.71
canguaretama,63.11,43.03,13.46,7.11,10.4,3.66
currais novos,39.62,23.26,13.65,10.31,9.52,5.56
extremoz,38.72,27.74,11.91,7.23,6.74,3.19
goianinha,58.97,36.24,25.74,2.49,19.72,1.62
joao camara,59.01,43.17,31.08,21.19,24.14,12.37
macau,38.6,25.53,8.44,5.15,6.37,2.79
monte alegre,59.04,41.29,35.67,10.54,25.19,5.53
nisia floresta,47.42,35.29,24.4,9.08,15.02,4.37
nova cruz,62.33,45.0,33.1,13.24,26.31,9.13
parelhas,36.43,22.44,17.78,10.06,9.1,2.16
pau dos ferros,40.54,28.17,11.94,2.18,7.64,0.96
santa cruz,52.88,34.36,22.4,13.98,16.62,7.92
santo antonio,60.83,42.13,30.77,19.75,23.24,11.8
sao jose de mipibu,52.3,35.64,21.4,13.72,15.02,6.86
sao miguel,62.05,42.53,38.58,11.14,29.58,6.22
touros,59.08,42.11,27.81,17.34,19.54,10.02
de 50.001 a 100.000 ,44.05,28.48,15.46,7.8,10.33,3.93
acu,48.1,32.17,19.15,6.42,13.92,3.68
caico,33.46,21.92,8.86,4.62,5.31,2.04
ceara-mirim,53.17,33.76,20.56,11.9,14.42,5.45
macaiba,48.78,32.48,19.22,12.52,12.83,6.59
sao goncalo do amarante,38.97,22.52,12.23,3.24,7.96,1.75
de 100.001 a 500.000 ,29.94,16.64,4.78,2.65,2.89,1.25
mossoro,33.15,19.96,7.3,4.51,4.38,2.17
parnamirim,25.22,12.31,1.07,0.22,0.7,0.06
mais de 500.000 ,25.23,14.6,0.71,0.43,0.46,0.17
natal,25.23,14.6,0.71,0.43,0.46,0.17
