city,2000_total,2010_total,2000_15_to_24_years,2010_15_to_24_years,2000_25_to_59_years,2010_25_to_59_years,2000_60_to_more_years,2010_60_to_more_years
senador georgino avelino,31.48,27.45,14.68,10.95,33.16,25.98,71.48,66.31
serrinha dos pintos,30.16,26.27,12.44,6.38,31.09,25.51,54,51.75
taboleiro grande,34.5,23.23,17.77,5.42,36.29,23.08,63.59,53.25
tibau,30.02,22.61,12.06,4.78,34.48,23.29,58.4,52.2
timbauba dos batistas,27.32,23.23,9.8,4.99,28.95,20.79,52.33,51.57
triunfo potiguar,39.9,29.83,20.47,7.04,45.24,32.68,63.38,58.68
venha-ver,42.89,32.42,24.01,8.29,49.07,37.75,70.09,65.48
vicosa,23.78,22.42,5.63,4.46,25.61,22.1,53.24,54.35
vila flor,35.2,23.99,15.29,6.85,38.73,24.07,69.54,67.9
de 5.001 a 10.000 ,35.92,27.79,16.63,6.97,38.07,28.01,65.55,58.31
antonio martins,34.15,30.78,18.66,7.84,36.42,31.59,56.71,54.65
augusto severo,36.75,28.88,18.17,9.46,40.46,30.51,57.61,51.53
baia formosa,33.11,22.88,14.53,4.54,36.54,23.07,70.68,58.98
bento fernandes,39.13,28.3,15.71,7.22,44.5,29.04,76.18,64.95
bom jesus,39.33,32.05,18.11,9.4,40.51,31.49,72.02,66.75
caicara do norte,33.04,25.52,17.06,6.61,36.18,28.31,59.18,49.75
carnauba dos dantas,19.61,14.37,7.44,3.59,19.29,13.5,43.48,33.26
carnaubais,36.13,25.64,15.78,6.15,39.41,25.94,67.99,58.69
coronel ezequiel,42,29.97,20.02,5.15,43.91,29.8,72.23,64.12
cruzeta,25.23,22.23,11.83,4.67,25.07,21.72,49.78,45.84
doutor severiano,37.84,24.76,14.44,4.03,42.89,24.14,71.61,59.0
encanto,32.1,24.28,9.43,4.15,34.34,23.84,61.7,53.58
equador,31.83,22.82,14.12,4.01,33.08,22.37,59.9,52.91
felipe guerra,28.17,21.46,12.23,4.52,26.75,19.16,60.62,50.75
florania,31.28,23.2,12.46,5.46,31.84,22.2,58.56,49.3
grossos,30.63,25.88,16.19,9.2,31.72,26.74,54.87,51.55
itaja,34.7,26.3,14.93,6.46,40.16,27.47,70.22,64.86
itau,28.71,22.07,10.07,3.16,31.25,22.35,52.57,47.71
jacana,38.26,27.81,16.41,4.44,37.32,26.32,73.27,62.97
jandaira,44.77,32.59,24.57,9.0,49.78,33.32,72.73,72.27
janduis,36.46,27.76,19.65,8.51,38.11,26.9,63.03,54.51
januario cicco,42.83,35.46,21,10.27,44.09,37.25,76.02,70.14
japi,48.3,34.8,31.59,11.13,50.42,36.33,78.89,69.83
jose da penha,40.6,29.73,17.53,5.89,44.16,28.83,66.49,55.19
lagoa d'anta,41.66,33.2,23.99,13.17,44.63,35.55,69.65,63.02
lagoa de pedras,44.21,36.72,20.6,9.36,48.42,38.36,78.09,74.62
lagoa salgada,44.63,36.93,25,12.42,46.32,38.87,77.91,75.55
luis gomes,36.39,29.21,15.93,6.62,40.66,29.77,62.99,60.53
marcelino vieira,38.16,30.23,15.46,6.85,42.49,31.42,62.93,57.68
martins,18.23,19.21,5.38,4.78,17.65,18.26,38.82,37.49
pedro avelino,39.8,28.15,18.98,7.15,42.88,29.55,66.81,53.43
portalegre,32.36,23.8,14.93,4.38,34.01,25.01,55.58,46.02
porto do mangue,44.25,27.66,26.4,5.39,46.47,29.83,77.09,64.96
presidente juscelino,45.86,32.07,22.07,9.98,50.75,33.12,77.03,69.0
pureza,34.33,28.22,13.08,6.69,36.22,28.91,68.1,63.32
riachuelo,36.2,30.28,15.43,8.26,38.41,30.52,70.75,67.77
sao joao do sabugi,24.22,20.42,8.46,3.41,24.91,19.17,46.11,41.16
sao miguel do gostoso,47.74,29.63,24.2,6.87,55.31,32.99,77.8,67.86
sao pedro,34.64,30.39,12.9,7.52,36.84,28.34,69.04,66.09
sao rafael,38.72,31.55,16.3,8.38,39.77,31.28,68.68,58.19
sao vicente,31.35,23.22,10.63,6.88,31.86,20.6,63.74,50.97
senador eloi de souza,43.47,31.07,16.58,6.47,46.31,31.42,80.07,70.67
serra de sao bento,43.15,37.01,19.23,10.65,46.17,36.7,73.53,77.76
serra negra do norte,34.96,25.76,15.23,5.77,37.13,26.09,60.97,52.17
serrinha,45.36,31.62,20.26,5.88,50.19,31.9,78.55,70.19
severiano melo,35.96,28.24,16.08,4.19,40.83,29.33,64.66,58.9
sitio novo,41.54,31.22,17.3,7.04,46.35,32.65,71.82,66.92
tenente ananias,40.13,26.35,20.31,6.68,43.48,27.21,68.21,52.92
tenente laurentino cruz,30.05,21.96,13.19,4.71,32.53,21.71,66.95,55.81
varzea,40.66,31.24,19.47,6.26,42.73,30.02,70.5,66.37
de 10.001 a 20.000 ,34.62,27.39,15.78,7.18,36.43,27.34,65.43,59.53
acari,25,17.61,8.81,3.13,24.51,15.45,53.65,41.26
afonso bezerra,39.48,30.68,14.04,9.56,42.24,30.96,73.88,62.92
alexandria,37.49,33.42,15.76,8.03,40.38,33.69,67.24,60.63
alto do rodrigues,27.95,19.3,14.47,4.93,28.59,18.47,58.45,52.35
angicos,32.86,26.34,12.43,6.48,34.62,26.19,64.1,57.45
ares,34.9,25.69,15.55,6.97,37.32,26.32,71.44,61.93
brejinho,42.18,31.23,22.77,8.52,44.05,32.44,72.25,64.52
campo redondo,35.54,25.71,11.78,4.95,35.42,23.55,70.72,58.3
caraubas,33.5,26.76,16.1,6.25,34.78,27.05,58.05,53.01
cerro cora,38.11,27.39,13.97,4.88,40.66,26.17,75.43,63.87
espirito santo,45.68,38.36,24.29,11.28,49.29,41.07,76.09,72.71
governador dix-sept rosado,30.63,23.96,15.93,7.12,31.5,24.84,54.99,47.9
guamare,32.8,22.78,18.21,7.2,33.54,23.51,67.15,59.38
ielmo marinho,44.48,28.12,22.34,6.96,48.49,28.97,79.62,63.62
ipanguacu,37.12,27.74,18.54,9.56,40.72,27.76,71.76,64.43
jardim de piranhas,33.08,25.77,14.62,6.13,35.95,26.68,59.57,54.36
jardim do serido,23.21,18.47,7.49,2.15,22.7,16.78,46.64,39.09
jucurutu,39.22,31.53,18.84,7.68,42.01,31.57,67.2,61.67
lagoa nova,36.6,29.24,16.13,7.73,37.48,29.86,75.27,67.88
lajes,32.86,26.98,11.15,5.11,33.68,25.76,63.14,60.4
maxaranguape,32.67,21.8,17.29,5.75,37.43,22.98,54.01,51.1
montanhas,42.44,30.23,20.05,6.38,46.37,30.37,72.73,66.71
passa e fica,41.22,32.4,19.58,7.85,42.88,32.54,75.24,70.3
patu,33.2,27.88,15.13,7.71,34.75,27.87,60.14,54.25
pedro velho,38.29,31.53,17.35,9.14,40.23,32.09,69.3,65.89
pendencias,33.46,22.97,14.59,7.29,33.52,21.1,65.73,55.61
poco branco,39.53,29.64,18.19,10.41,42.98,30.38,75.19,65.04
rio do fogo,37.09,26.84,19.31,8.41,41.36,28.02,67.67,59.19
santana do matos,39.3,28.98,17.96,6.69,41.37,29.06,69.99,57.3
sao jose do campestre,37.56,29.13,16.89,6.55,38.04,29.52,70.84,63.58
sao paulo do potengi,34.2,25.22,14.69,5.95,34.52,24.45,65.99,57.62
sao tome,37.32,30.91,14.09,6.7,37.09,28.65,68.36,65.59
serra do mel,31.13,25.15,12.49,6.95,35.68,25.58,63.68,60.33
taipu,38.76,34.33,19.17,11.28,40.77,35.94,77.01,71.04
tangara,31.33,26.77,10.93,5.49,32.73,26.75,66.59,65.34
tibau do sul,31.62,21.48,16.46,7.69,32.11,20.63,69.79,56.67
umarizal,30.82,25.54,12.88,5.65,32.92,25.56,55.32,51.9
upanema,35.89,28.69,19.2,9.29,38.1,29.4,66.24,60.03
vera cruz,44.23,31.68,18.59,7.65,47.83,32.76,78.14,70.86
de 20.001 a 50.000 ,31.92,23.89,14.99,6.41,33.12,23.88,62.83,54.71
apodi,33.16,23.91,14.69,4.5,35.91,24.76,61.73,53.65
areia branca,21.07,16.37,9.08,3.67,20.3,14.98,48.22,41.65
barauna,39.56,28.1,20.52,8.15,44.57,30.43,74.02,63.42
canguaretama,38.37,26.63,21.32,5.66,40.58,29.68,71.68,63.38
currais novos,24.1,17.9,6.94,3.53,23.59,15.07,57.25,45.99
extremoz,24.02,17.2,11.55,5.26,25.17,16.88,53.46,44.55
goianinha,30.9,23.82,13.65,6.29,34.17,24.24,64.43,61.79
joao camara,37.58,26.78,20,8.3,39.14,27.63,70.09,58.17
macau,25.45,18.94,11.69,5.32,25.07,18.34,53.12,42.79
monte alegre,38.07,28.92,19.18,9.55,38.8,28.81,73.09,64.53
nisia floresta,27.44,22.2,12.12,7.52,29.41,22.35,56.43,52.78
nova cruz,39.67,31.48,19.59,10.16,41.41,31.61,72.61,65.17
parelhas,23.13,17.19,8.43,3.46,23.27,16.04,47.13,41.12
pau dos ferros,24.22,18.06,10.62,4.29,24.15,17.08,52.12,43.64
santa cruz,32.26,24.23,14.31,5.86,33.91,24.35,63.12,56.36
santo antonio,40.55,30.4,20.38,7.17,41.97,30.76,73.38,65.62
sao jose de mipibu,32,24.52,13.25,7.33,33.97,24.44,67.34,57.53
sao miguel,40.01,30.17,18.13,5.93,43.47,30.93,65.3,62.03
touros,38.24,29.71,20.37,8.93,42.15,32.1,68.1,62.94
de 50.001 a 100.000 ,26.2,19.01,12.01,5.44,26.72,18.31,58.73,48.81
acu,28.93,22.49,13.95,5.63,30.25,22.86,59.25,52.25
caico,21.17,15.34,8.08,3.02,20.98,13.75,47.27,38.9
ceara-mirim,30.73,21.76,15.02,6.52,32,21.26,64.79,54.58
macaiba,30.53,22.55,14.75,6.89,31.06,22.45,64.92,55.6
sao goncalo do amarante,23.27,14.74,10.21,4.84,24.25,13.78,60.03,44.96
de 100.001 a 500.000 ,17.24,11.25,7.34,2.86,17.28,10.54,46.84,34.54
mossoro,19.18,13.8,7.97,3.29,19.38,13.17,48.38,38.75
parnamirim,13.8,7.96,6.21,2.31,13.74,7.3,43,27.55
mais de 500.000 ,11.9,8.32,5.14,2.66,11.7,7.63,30.99,21.82
natal,11.9,8.32,5.14,2.66,11.7,7.63,30.99,21.82
