city,qt
itirucu,13577
itiuba,35543
itororo,19784
ituacu,17258
itubera,24122
iuiu,10472
jaborandi,10270
jacaraci,13520
jacobina,76348
jaguaquara,46566
jaguarari,27392
jaguaripe,13417
jandaira,9955
jequie,146499
jeremoabo,34855
jiquirica,13604
jitauna,21056
joao dourado,18967
juazeiro,174060
jucurucu,12377
jussara,15339
jussari,7556
jussiape,10486
lafaiete coutinho,4102
lagoa real,12765
laje,19593
lajedao,3397
lajedinho,4352
lajedo do tabocal,8100
lamarao,9523
lapao,24727
lauro de freitas,113229
lencois,8841
licinio de almeida,12345
livramento de nossa senhora,38017
macajuba,11426
macarani,14594
macaubas,41741
macurure,8543
madre de deus,11992
maetinga,13671
maiquinique,7326
mairi,20064
malhada,15614
malhada de pedras,8400
manoel vitorino,16782
mansidao,11008
maracas,31678
maragogipe,41368
marau,19577
marcionilio souza,10775
mascote,15922
mata de sao joao,32463
matina,10242
medeiros neto,21185
miguel calmon,28197
milagres,11967
mirangaba,14221
mirante,12869
monte santo,56129
morpara,8579
morro do chapeu,34432
mortugaba,12598
mucuge,12946
mucuri,27911
mulungu do morro,14935
mundo novo,21156
muniz ferreira,6935
muquem de sao francisco,9045
muritiba,30575
mutuipe,20462
nazare,26301
nilo pecanha,11202
nordestina,11795
nova canaa,15420
nova fatima,7536
nova ibia,7162
nova itarana,6592
nova redencao,8636
nova soure,24395
nova vicosa,32008
novo horizonte,8475
novo triunfo,13905
olindina,23858
oliveira dos brejinhos,21631
ouricangas,7525
ourolandia,15351
palmas de monte alto,20086
palmeiras,7518
paramirim,18921
paratinga,27657
paripiranga,26514
pau brasil,13037
paulo afonso,96276
pe de serra,13525
pedrao,6979
pedro alexandre,17610
piata,18968
pilao arcado,30694
pindai,15494
pindobacu,20815
pintadas,10889
pirai do norte,11239
piripa,16128
piritiba,19032
planaltino,7963
planalto,21702
pocoes,44127
pojuca,26203
ponto novo,17187
porto seguro,94643
potiragua,14557
prado,26350
presidente dutra,13730
presidente janio quadros,17022
presidente tancredo neves,19642
queimadas,24579
quijingue,26363
quixabeira,9446
rafael jambeiro,22600
remanso,36164
retirolandia,10885
riachao das neves,21892
riachao do jacuipe,31627
riacho de santana,28577
ribeira do amparo,13903
ribeira do pombal,46240
ribeirao do largo,15270
rio de contas,13891
rio do antonio,14637
rio do pires,11979
rio real,33195
rodelas,6208
ruy barbosa,28940
salinas da margarida,10367
salvador,2434801
santa barbara,17922
santa brigida,17354
santa cruz cabralia,23664
santa cruz da vitoria,7025
santa ines,11012
santa luzia,16061
santa maria da vitoria,41205
santa rita de cassia,23903
santa teresinha,8692
santaluz,30945
santana,24074
santanopolis,8634
santo amaro,58369
santo antonio de jesus,77119
santo estevao,41133
sao desiderio,18957
sao domingos,8618
sao felipe,20228
sao felix,13693
sao felix do coribe,11724
sao francisco do conde,26184
sao gabriel,18687
sao goncalo dos campos,27000
sao jose da vitoria,6210
sao jose do jacuipe,9233
sao miguel das matas,10012
sao sebastiao do passe,39933
sapeacu,16450
satiro dias,17166
saubara,10161
saude,11454
seabra,39340
sebastiao laranjeiras,9281
senhor do bonfim,67574
sento se,32375
serra do ramalho,32575
serra dourada,18306
serra preta,17726
serrinha,83134
serrolandia,12616
simoes filho,93698
sitio do mato,11604
sitio do quinto,17027
sobradinho,21278
souto soares,14795
tabocas do brejo velho,12616
tanhacu,20537
tanque novo,15731
tanquinho,7454
taperoa,15910
tapiramuta,17022
teixeira de freitas,107356
teodoro sampaio,8873
teofilandia,20418
teolandia,13141
terra nova,12875
tremedal,21200
tucano,50865
uaua,26460
ubaira,21216
ubaitaba,23853
ubata,21803
uibai,13614
umburanas,14140
una,30900
urandi,16076
urucuca,20219
utinga,16865
valenca,77268
valente,19145
varzea da roca,13633
varzea do poco,7515
varzea nova,14154
varzedo,8673
vera cruz,29699
vereda,7434
vitoria da conquista,262145
wagner,8923
wanderley,13627
wenceslau guimaraes,23926
xique-xique,44690
