city,total,suitable,semi_suitable,inappropriate
comercinho,2363,372,1534,456
conceicao da aparecida,2666,1342,1162,162
conceicao da barra de minas,1019,4,928,87
conceicao das alagoas,4779,2951,1702,125
conceicao das pedras,693,231,400,62
conceicao de ipanema,1244,306,847,91
conceicao do mato dentro,4669,1237,3027,405
conceicao do para,1320,410,801,109
conceicao do rio verde,3204,1999,1100,105
conceicao dos ouros,2378,1465,810,103
conego marinho,1352,0,1204,148
confins,1248,20,1208,20
congonhal,2431,1329,1002,99
congonhas,10597,6647,3867,83
congonhas do norte,1191,80,994,117
conquista,1705,965,707,33
conselheiro lafaiete,27456,18874,8365,217
conselheiro pena,6242,2571,3387,284
consolacao,492,154,310,28
contagem,143216,89321,53704,190
coqueiral,2516,1356,997,163
coracao de jesus,6255,175,5637,444
cordisburgo,2209,18,2037,155
cordislandia,872,433,383,56
corinto,6521,2720,3632,169
coroaci,2609,554,1584,471
coromandel,8298,4399,3664,236
coronel fabriciano,25797,14380,11235,182
coronel murta,2038,410,1494,134
coronel pacheco,782,391,376,15
coronel xavier chaves,826,308,469,49
corrego danta,1150,448,641,60
corrego do bom jesus,1148,346,693,109
corrego fundo,1399,32,1255,112
corrego novo,977,187,689,101
couto de magalhaes de minas,912,203,688,21
crisolita,1191,136,827,227
cristais,2809,1499,1219,91
cristalia,1188,8,1011,169
cristiano otoni,1213,522,645,45
cristina,2672,872,1661,139
crucilandia,1291,498,641,153
cruzeiro da fortaleza,1014,684,313,17
cruzilia,3703,2432,1192,79
cuparaque,1232,482,707,43
curral de dentro,1407,8,1198,201
curvelo,17935,9108,8261,566
datas,1110,429,629,52
delfim moreira,2034,432,1407,196
delfinopolis,1920,1075,783,62
delta,1409,646,747,16
descoberto,1313,697,564,52
desterro de entre rios,1989,482,1373,134
desterro do melo,851,174,563,113
diamantina,10227,4422,5311,495
diogo de vasconcelos,1020,143,724,153
dionisio,2427,1116,1147,164
divinesia,804,239,505,60
divino,5046,1992,2590,465
divino das laranjeiras,1421,339,1034,47
divinolandia de minas,1484,350,1025,109
divinopolis,50341,36355,13605,382
divisa alegre,1132,5,1097,30
divisa nova,1500,597,836,68
divisopolis,1536,33,1431,72
dom bosco,1067,168,796,103
dom cavati,1521,850,638,33
dom joaquim,1241,193,897,151
dom silverio,1424,531,866,27
dom vicoso,859,265,518,76
dona eusebia,1471,780,644,47
dores de campos,2354,1521,812,22
dores de guanhaes,1329,18,1120,191
dores do indaia,4521,2647,1790,84
dores do turvo,1225,122,945,158
doresopolis,405,211,179,15
douradoquara,571,265,288,19
durande,1723,327,1212,184
eloi mendes,5991,3782,1932,277
engenheiro caldas,2559,833,1589,137
engenheiro navarro,1686,14,1450,222
entre folhas,1338,423,806,109
entre rios de minas,3386,1586,1574,226
ervalia,4402,1540,2522,341
esmeraldas,11985,1158,9152,1675
espera feliz,5764,2359,2913,492
espinosa,6996,34,6348,614
espirito santo do dourado,1196,398,635,162
estiva,2792,1038,1548,206
estrela dalva,755,257,451,46
estrela do indaia,1122,713,391,18
estrela do sul,2004,1024,958,22
eugenopolis,2834,1227,1408,200
ewbank da camara,939,282,632,25
extrema,5518,2654,2691,173
fama,684,326,329,29
faria lemos,1052,527,442,83
felicio dos santos,1278,0,1095,183
felisburgo,1501,513,898,90
felixlandia,3454,502,2781,172
fernandes tourinho,699,280,374,45
ferros,3115,232,2445,438
fervedouro,2504,629,1450,425
florestal,1558,861,605,92
formiga,18333,12770,5391,173
formoso,1620,12,1473,134
fortaleza de minas,1102,643,431,28
fortuna de minas,623,108,444,71
francisco badaro,2386,14,2122,250
francisco dumont,1142,0,1034,108
francisco sa,5461,1677,2967,818
franciscopolis,1510,102,1027,381
frei gaspar,1450,360,868,222
frei inocencio,2037,822,1131,83
frei lagonegro,716,0,530,186
fronteira,2530,1602,878,49
fronteira dos vales,1154,140,874,140
fruta de leite,1476,0,1238,239
frutal,14014,9701,4110,203
funilandia,837,62,719,56
galileia,1998,898,1044,57
gameleiras,1199,0,1095,104
glaucilandia,666,28,627,11
goiabeira,743,253,480,10
goiana,967,604,325,38
goncalves,1123,258,856,10
gonzaga,1249,104,892,253
gouveia,2729,1305,1200,224
governador valadares,65843,41654,23431,758
grao mogol,3053,534,2088,432
grupiara,444,2,441,1
guanhaes,6886,2359,4104,424
guape,3703,1439,1980,284
guaraciaba,2509,456,1622,432
guaraciama,1082,0,1047,36
guaranesia,5199,3421,1633,145
guarani,2267,1221,864,182
guarara,1148,460,659,30
guarda-mor,1809,662,1051,96
guaxupe,13077,9158,3776,143
guidoval,2068,678,1290,100
guimarania,1773,1110,605,59
guiricema,2612,632,1784,195
gurinhata,2130,708,1318,103
heliodora,1551,946,574,31
iapu,2619,789,1658,172
ibertioga,1293,492,740,61
ibia,5899,3890,1873,137
ibiai,1689,11,1545,133
ibiracatu,1404,0,1161,243
ibiraci,2790,1492,1108,189
ibirite,33720,12061,21497,162
ibitiura de minas,1006,530,460,16
ibituruna,715,396,292,27
icarai de minas,1801,8,1513,280
igarape,6375,2561,3631,183
igaratinga,2016,1061,888,66
iguatama,2450,1571,837,42
ijaci,1291,622,655,15
ilicinea,2907,1592,1184,131
imbe de minas,1459,118,1032,309
inconfidentes,1779,660,981,138
indaiabira,1640,137,1261,243
indianopolis,1459,412,907,139
ingai,669,293,334,41
inhapim,6540,1182,4717,641
inhauma,1287,9,1188,90
inimutaba,1639,666,846,128
ipaba,3448,1245,2117,86
ipanema,4620,2335,1963,322
ipatinga,55998,35477,20402,119
ipiacu,1233,882,344,7
ipuiuna,2512,1230,1194,88
irai de minas,1589,847,707,35
itabira,24243,15392,8414,436
itabirinha de mantena,2645,957,1515,172
itabirito,9751,6082,3576,93
itacambira,969,29,714,226
itacarambi,3663,42,3464,157
itaguara,3168,1634,1448,86
itaipe,2345,467,1432,445
itajuba,22445,15492,6761,192
itamarandiba,6824,1820,4281,723
itamarati de minas,1073,692,357,23
itambacuri,5479,1758,3067,654
itambe do mato dentro,648,93,476,80
itamogi,3004,1733,1005,266
itamonte,3200,1525,1546,129
itanhandu,3491,2204,1224,62
itanhomi,3136,1235,1707,194
itaobim,5149,41,4828,280
itapagipe,3550,1809,1560,180
itapecerica,5940,3413,2353,174
itapeva,2115,816,1152,147
itatiaiucu,2289,783,1372,134
itau de minas,3871,3152,708,11
itauna,21235,16965,4034,236
itaverava,1498,31,1269,198
itinga,3142,441,2296,405
itueta,1538,382,982,173
ituiutaba,26647,19098,7290,259
itumirim,1607,603,956,48
iturama,8357,5856,2358,143
itutinga,1124,256,827,41
jaboticatubas,3506,767,2360,379
jacinto,3180,661,2373,147
jacui,2106,920,1023,163
jacutinga,5221,3197,1870,154
jaguaracu,666,286,356,23
jaiba,5504,75,5014,415
jampruca,1171,216,878,77
janauba,14205,252,13391,561
januaria,14048,2408,9470,2169
japaraiba,907,402,471,34
japonvar,1800,0,1725,75
jeceaba,1577,352,1122,104
jenipapo de minas,1377,60,1021,295
jequeri,3493,985,1899,608
jequitai,2167,5,1999,163
jequitiba,1327,115,1084,127
jequitinhonha,5716,1349,3946,421
jesuania,1288,574,571,142
joaima,3392,1349,1724,319
joanesia,1648,110,1322,216
joao monlevade,17357,13260,4010,87
joao pinheiro,10781,5241,5034,507
joaquim felicio,923,76,735,111
jordania,2441,914,1354,173
jose goncalves de minas,968,103,697,168
jose raydan,894,36,731,127
josenopolis,946,5,777,165
juatuba,4331,1388,2591,352
juiz de fora,132316,102298,29695,323
juramento,910,86,712,112
juruaia,1944,718,1014,212
juvenilia,1518,260,1166,92
ladainha,3492,380,2230,881
lagamar,2226,1150,980,96
lagoa da prata,10524,7878,2581,65
lagoa dos patos,993,5,892,96
lagoa dourada,2617,860,1552,206
lagoa formosa,4750,2811,1714,225
lagoa grande,2018,369,1577,72
lagoa santa,9859,1911,7813,136
lajinha,5066,1561,3057,448
lambari,5261,3093,1994,174
lamim,898,193,601,103
laranjal,1767,1024,684,58
lassance,1728,5,1528,195
lavras,21740,15881,5645,214
leandro ferreira,868,352,470,46
leme do prado,1030,290,716,24
leopoldina,14024,9490,4236,298
liberdade,1555,754,706,94
lima duarte,4409,2008,2221,179
limeira do oeste,1830,142,1557,131
lontra,1741,0,1598,143
luisburgo,1503,237,995,271
luislandia,1241,0,1019,223
luminarias,1570,831,619,119
luz,4844,3158,1577,109
machacalis,1753,791,894,67
machado,9172,5272,3485,415
madre de deus de minas,1233,658,519,56
malacacheta,4613,1333,2677,604
mamonas,1620,0,1542,78
manga,4522,27,4041,455
manhuacu,17493,8924,7745,824
manhumirim,5525,2695,2536,294
mantena,7679,3855,3341,482
mar de espanha,3104,1880,1161,63
maravilhas,1540,563,951,26
maria da fe,3464,1292,1799,372
mariana,11653,5957,5429,267
marilac,1102,151,887,63
mario campos,2698,325,2281,92
maripa de minas,744,207,511,26
marlieria,1054,403,624,27
marmelopolis,849,248,503,98
martinho campos,3359,266,2988,104
martins soares,1490,443,869,177
mata verde,1752,839,842,71
materlandia,1129,192,735,203
mateus leme,6495,2370,3580,545
mathias lobato,914,225,673,16
matias barbosa,3339,1678,1589,72
matias cardoso,1662,18,1387,257
matipo,3988,1606,2076,306
mato verde,3437,61,3245,131
matozinhos,7585,3231,4331,23
matutina,1226,691,501,34
medeiros,905,273,531,101
medina,5194,1917,2832,444
mendes pimentel,1696,520,988,188
merces,2752,1119,1417,216
mesquita,1639,347,1117,175
minas novas,6177,518,4562,1097
minduri,981,609,339,33
mirabela,2834,56,2579,200
miradouro,2631,1257,1155,220
mirai,3390,1942,1265,183
miravania,904,40,761,103
moeda,1175,287,787,101
moema,1831,932,838,61
monjolos,604,6,565,34
monsenhor paulo,2028,1118,767,143
montalvania,3608,54,3026,529
monte alegre de minas,5484,3095,2165,224
monte azul,6116,288,5149,679
monte belo,3625,1541,1856,228
monte carmelo,12508,8040,4288,181
monte formoso,903,55,700,148
monte santo de minas,6161,3816,2131,214
monte siao,5041,2716,1930,394
montes claros,75580,45323,29241,1016
montezuma,1388,172,924,292
morada nova de minas,2119,43,1990,86
morro da garca,721,34,601,86
morro do pilar,1001,141,810,50
munhoz,1736,571,986,179
muriae,25896,17296,8194,406
mutum,7027,2121,4074,832
muzambinho,5771,3277,2213,282
nacip raydan,789,89,658,42
nanuque,11182,6202,4852,127
naque,1402,528,854,20
natalandia,841,253,505,83
natercia,1333,641,593,98
nazareno,1914,660,1152,102
nepomuceno,6586,3549,2771,266
ninheira,1954,99,1527,328
nova belem,1141,175,721,244
nova era,4502,2790,1591,120
nova lima,16759,11060,5642,57
nova modica,1092,362,586,144
nova ponte,2554,1643,796,115
nova porteirinha,1679,0,1437,242
nova resende,3945,891,2792,262
nova serrana,9721,6411,3234,76
nova uniao,1363,404,828,131
novo cruzeiro,6772,695,4306,1772
novo oriente de minas,2370,439,1477,454
novorizonte,1140,0,1053,87
olaria,640,134,474,31
olhos-d'agua,942,16,776,150
olimpio noronha,600,366,229,5
oliveira,9985,6282,3449,254
oliveira fortes,606,253,298,55
onca de pitangui,815,167,583,65
oratorios,1035,393,540,102
orizania,1652,259,1169,224
ouro branco,7743,5446,1999,298
ouro fino,8372,4676,3362,334
ouro preto,16694,9869,6391,434
ouro verde de minas,1528,350,947,231
padre carvalho,1101,0,1000,101
padre paraiso,4133,1227,2460,446
pai pedro,1350,0,1068,282
paineiras,1536,6,1488,43
pains,2277,1268,965,44
paiva,450,144,282,24
palma,1852,846,919,87
palmopolis,1869,139,1393,337
papagaios,3099,372,2610,117
para de minas,19501,14367,4941,193
paracatu,18501,8461,9283,757
paraguacu,5144,3164,1763,217
paraisopolis,4962,2967,1824,171
paraopeba,5351,2358,2775,219
passa quatro,3970,2085,1727,159
passa tempo,2371,1304,1029,38
passabem,495,101,291,103
passa-vinte,629,274,318,38
passos,27191,20285,6634,272
patis,1103,0,988,115
patos de minas,35339,26238,8714,386
patrocinio,19552,12247,6898,408
patrocinio do muriae,1349,669,630,50
paula candido,2233,694,1316,222
paulistas,1158,202,754,202
pavao,2168,791,1188,189
pecanha,4069,771,2715,583
pedra azul,5484,2415,2792,277
pedra bonita,1431,147,955,328
pedra do anta,1025,293,608,124
pedra do indaia,1174,463,658,54
pedra dourada,488,240,214,34
pedralva,3027,1015,1649,363
pedras de maria da cruz,1886,23,1647,217
pedrinopolis,961,651,288,22
pedro leopoldo,13939,6755,6971,213
pedro teixeira,473,72,357,44
pequeri,841,502,314,25
pequi,1011,21,937,54
perdigao,1642,1032,562,48
perdizes,3445,1272,1934,239
perdoes,5257,3394,1790,72
periquito,1724,128,1468,128
pescador,977,367,535,75
piau,830,326,428,76
piedade de caratinga,1352,5,1281,66
piedade de ponte nova,986,488,424,73
piedade do rio grande,1425,384,982,59
piedade dos gerais,1239,0,1103,136
pimenta,2229,1213,951,65
pingo-d'agua,919,490,391,38
pintopolis,1387,0,1151,236
piracema,1821,596,1098,126
pirajuba,826,489,317,20
piranga,3927,888,2144,894
pirangucu,1344,297,933,114
piranguinho,1949,787,969,193
pirapetinga,2946,1765,1078,104
pirapora,12137,492,11528,117
pirauba,2951,1615,1207,129
pitangui,6003,3628,2280,95
piumhi,8578,6129,2353,96
planura,2353,1752,596,5
poco fundo,4381,1848,2287,246
pocos de caldas,39670,30486,9028,155
pocrane,2755,394,2079,282
pompeu,6592,2989,3404,199
ponte nova,14687,9005,5376,305
ponto chique,771,0,705,66
ponto dos volantes,2403,64,1825,514
porteirinha,9050,902,7236,912
porto firme,2247,642,1266,338
pote,3552,634,2451,468
pouso alegre,29428,20467,8644,317
pouso alto,1877,707,1066,105
prados,2061,965,975,121
prata,6659,3862,2445,352
pratapolis,2805,1911,825,68
pratinha,914,458,395,61
presidente bernardes,1393,363,821,210
presidente juscelino,1046,258,701,86
presidente kubitschek,624,120,460,43
presidente olegario,5107,2108,2716,283
prudente de morais,1985,15,1951,19
quartel geral,920,4,889,26
queluzito,501,125,367,8
raposos,3511,2115,1302,95
raul soares,6608,2381,3579,648
recreio,3032,1823,1142,66
reduto,1514,639,701,174
resende costa,2846,70,2674,103
resplendor,5005,2548,2268,189
ressaquinha,1206,402,676,128
riachinho,1859,0,1567,292
riacho dos machados,1972,163,1467,342
ribeirao das neves,61969,20688,39789,1491
ribeirao vermelho,981,685,278,18
rio acima,1926,924,978,24
rio casca,3825,1478,2115,233
rio do prado,1314,294,888,132
rio doce,636,297,304,35
rio espera,1832,184,1427,221
rio manso,1258,0,1124,134
rio novo,2414,1513,849,52
rio paranaiba,3403,1408,1861,134
rio pardo de minas,5978,43,4688,1248
rio piracicaba,3629,1733,1691,205
rio pomba,4548,3075,1368,105
rio preto,1481,608,811,63
rio vermelho,3400,420,2246,734
ritapolis,1521,27,1437,57
rochedo de minas,557,334,214,9
rodeiro,1455,946,490,19
romaria,1044,531,481,32
rosario da limeira,1028,278,684,66
rubelita,2272,138,1710,424
rubim,2609,924,1583,102
sabara,29295,15516,13201,578
sabinopolis,3979,1053,2456,470
sacramento,6057,3829,2065,163
salinas,9284,3102,5673,509
salto da divisa,1647,482,1081,84
santa barbara,5899,3354,2418,127
santa barbara do leste,1876,232,1441,203
santa barbara do monte verde,678,213,448,18
santa barbara do tugurio,1268,263,832,173
santa cruz de minas,1924,1415,503,6
santa cruz de salinas,1180,34,977,169
santa cruz do escalvado,1406,224,1018,164
santa efigenia de minas,1093,116,802,174
santa fe de minas,973,0,851,122
santa helena de minas,1233,166,907,161
santa juliana,2354,1650,645,59
santa luzia,46737,23618,22518,602
santa margarida,3471,1144,1927,400
santa maria de itabira,2416,960,1241,215
santa maria do salto,1255,407,766,82
santa maria do suacui,3424,673,2357,394
santa rita de caldas,2753,1287,1324,141
santa rita de ibitipoca,1004,361,566,77
santa rita de jacutinga,1569,730,760,78
santa rita de minas,1528,675,741,112
santa rita do itueto,1574,268,1107,198
santa rita do sapucai,8278,5121,2908,249
santa rosa da serra,878,319,526,34
santa vitoria,4909,2957,1806,147
santana da vargem,1904,930,781,193
santana de cataguases,978,659,300,19
santana de pirapama,2187,365,1486,336
santana do deserto,959,490,433,36
santana do garambeu,484,172,290,22
santana do jacare,1203,840,350,12
santana do manhuacu,2147,608,1284,254
santana do paraiso,4597,1087,3309,200
santana do riacho,942,9,868,66
santana dos montes,1017,278,650,89
santo antonio do amparo,3946,2455,1377,115
santo antonio do aventureiro,1028,261,701,66
santo antonio do grama,1107,496,548,64
santo antonio do itambe,1016,135,610,271
santo antonio do jacinto,2816,557,1846,413
santo antonio do monte,6701,4819,1632,250
santo antonio do retiro,1395,162,1070,163
santo antonio do rio abaixo,440,53,330,57
santo hipolito,907,0,832,75
santos dumont,12769,7397,5022,350
sao bento abade,908,509,390,9
sao bras do suacui,887,128,747,12
sao domingos das dores,1228,104,873,251
sao domingos do prata,4679,1571,2719,388
sao felix de minas,894,83,668,143
sao francisco,10616,26,9362,1228
sao francisco de paula,1623,719,828,76
sao francisco de sales,1576,608,907,61
sao francisco do gloria,1492,530,792,170
sao geraldo,2216,971,1158,86
sao geraldo da piedade,1147,122,924,101
sao geraldo do baixio,836,98,673,65
sao goncalo do abaete,1553,592,902,59
sao goncalo do para,2259,1151,1069,38
sao goncalo do rio abaixo,1985,569,1217,199
sao goncalo do rio preto,724,10,638,75
sao goncalo do sapucai,5813,3366,2277,170
sao gotardo,7835,5191,2556,88
sao joao batista do gloria,1800,1121,617,63
sao joao da lagoa,1144,0,1007,137
sao joao da mata,788,375,343,70
sao joao da ponte,5474,41,4874,558
sao joao das missoes,1929,215,1312,402
sao joao del rei,22032,13834,7861,337
sao joao do manhuacu,2205,640,1293,272
sao joao do manteninha,1301,511,737,53
sao joao do oriente,2298,1059,1156,84
sao joao do pacui,849,0,751,98
sao joao do paraiso,4671,124,4068,478
sao joao evangelista,3795,1157,2254,383
sao joao nepomuceno,6938,5029,1804,105
sao joaquim de bicas,4675,1420,2881,374
sao jose da barra,1616,922,573,121
sao jose da lapa,3834,1022,2789,23
sao jose da safira,953,125,772,56
sao jose da varginha,878,8,802,68
sao jose do alegre,1032,492,509,32
sao jose do divino,960,324,542,94
sao jose do goiabal,1523,639,771,113
sao jose do jacuri,1552,228,990,334
sao jose do mantimento,629,290,292,47
sao lourenco,10445,7678,2756,11
sao miguel do anta,1748,591,1000,157
sao pedro da uniao,1622,651,834,138
sao pedro do suacui,1497,148,1234,115
sao pedro dos ferros,2339,1341,876,122
sao romao,1597,0,1437,160
sao roque de minas,1904,814,978,112
sao sebastiao da bela vista,1146,549,578,19
sao sebastiao da vargem alegre,711,210,391,110
sao sebastiao do anta,1145,105,891,149
sao sebastiao do maranhao,2632,64,1954,614
sao sebastiao do oeste,1266,380,749,138
sao sebastiao do paraiso,16577,12428,3948,200
sao sebastiao do rio preto,410,17,344,48
sao sebastiao do rio verde,568,264,286,18
sao thome das letras,1662,653,927,83
sao tiago,2836,724,1991,121
sao tomas de aquino,1995,1111,773,112
sao vicente de minas,1647,1057,559,31
sapucai-mirim,1522,508,905,108
sardoa,1042,218,652,172
sarzedo,4419,1888,2451,80
sem-peixe,864,6,767,92
senador amaral,1299,436,767,96
senador cortes,551,289,218,44
senador firmino,1770,384,1280,105
senador jose bento,635,153,404,78
senador modestino goncalves,1128,196,766,166
senhora de oliveira,1328,397,755,176
senhora do porto,891,51,701,138
senhora dos remedios,2379,580,1629,170
sericita,1708,361,1105,241
seritinga,457,210,197,50
serra azul de minas,946,39,732,175
serra da saudade,263,120,133,9
serra do salitre,2531,1261,1146,124
serra dos aimores,2277,20,2183,75
serrania,1958,1175,719,64
serranopolis de minas,980,102,763,115
serranos,546,168,351,28
serro,4691,897,3056,738
sete lagoas,47466,32626,14511,329
setubinha,1934,73,1297,564
silveirania,579,195,343,41
silvianopolis,1677,673,822,182
simao pereira,675,359,275,41
simonesia,4093,981,2528,583
sobralia,1612,542,927,143
soledade de minas,1428,614,759,55
tabuleiro,1246,508,702,36
taiobeiras,6788,73,6547,168
taparuba,900,225,599,75
tapira,930,369,535,25
tapirai,602,158,415,29
taquaracu de minas,919,138,600,181
tarumirim,3914,810,2647,458
teixeiras,3030,1025,1768,237
teofilo otoni,33203,16431,15236,1536
timoteo,18870,13489,5287,94
tiradentes,1622,796,797,29
tiros,2357,1211,1084,62
tocantins,4136,2026,1925,184
tocos do moji,1039,225,713,101
toledo,1444,407,882,156
tombos,2982,1585,1196,201
tres coracoes,16864,10964,5594,307
tres marias,6400,3863,2467,70
tres pontas,13365,8358,4642,365
tumiritinga,1622,64,1448,111
tupaciguara,7148,4834,2196,118
turmalina,3789,1138,2249,402
turvolandia,1184,467,571,147
uba,23379,15974,7163,241
ubai,2309,0,1891,418
ubaporanga,2934,908,1659,367
uberaba,72479,57442,14545,492
uberlandia,144440,118011,26001,428
umburatiba,701,214,445,42
unai,18519,9409,8469,641
uniao de minas,1385,438,853,94
uruana de minas,865,26,727,112
urucania,2389,685,1560,145
urucuia,2026,11,1699,316
vargem alegre,1686,743,846,97
vargem bonita,706,287,403,15
vargem grande do rio pardo,911,6,797,108
varginha,29324,22141,6876,307
varjao de minas,1242,185,1039,18
varzea da palma,7908,145,7569,194
varzelandia,3931,203,3199,530
vazante,5318,3480,1743,96
verdelandia,1466,5,1190,270
veredinha,1214,310,782,122
verissimo,904,368,484,52
vermelho novo,1139,200,704,235
vespasiano,19164,7459,11325,380
vicosa,17182,10822,6139,221
vieiras,1035,295,672,68
virgem da lapa,3260,936,2024,300
virginia,2253,643,1430,180
virginopolis,2525,714,1558,253
virgolandia,1535,328,1022,186
visconde do rio branco,9135,5568,3376,191
volta grande,1249,671,527,51
wenceslau braz,686,205,463,18
