city,qt
senador modestino goncalves,5136
senhora de oliveira,5633
senhora do porto,3499
senhora dos remedios,10277
sericita,6982
seritinga,1730
serra azul de minas,4208
serra da saudade,873
serra do salitre,9284
serra dos aimores,8169
serrania,7457
serranopolis de minas,4033
serranos,2071
serro,20892
sete lagoas,184439
setubinha,9291
silveirania,2138
silvianopolis,5828
simao pereira,2479
simonesia,16859
sobralia,6279
soledade de minas,5155
tabuleiro,4568
taiobeiras,27258
taparuba,3225
tapira,3327
tapirai,1900
taquaracu de minas,3524
tarumirim,14462
teixeiras,11089
teofilo otoni,128905
timoteo,71240
tiradentes,5676
tiros,7500
tocantins,14987
tocos do moji,3821
toledo,5201
tombos,11526
tres coracoes,65054
tres marias,23457
tres pontas,50917
tumiritinga,5831
tupaciguara,22915
turmalina,15655
turvolandia,4219
uba,84304
ubai,10774
ubaporanga,11897
uberaba,251168
uberlandia,500624
umburatiba,2872
unai,69392
uniao de minas,4638
uruana de minas,3261
urucania,10362
urucuia,9588
vargem alegre,6515
vargem bonita,2212
vargem grande do rio pardo,4457
varginha,108592
varjao de minas,4684
varzea da palma,31515
varzelandia,19145
vazante,18862
verdelandia,7179
veredinha,5257
verissimo,2934
vermelho novo,4572
vespasiano,75993
vicosa,64131
vieiras,3952
virgem da lapa,13646
virginia,8649
virginopolis,10802
virgolandia,6112
visconde do rio branco,32505
volta grande,4912
wenceslau braz,2596
