city,total,main_regular,main_irregular,other_regular,other_irregular
conselheiro lafaiete,53076.70502256,39330.64318014,13746.06184242,39376.03017963,13700.67484294
conselheiro pena,8534.12986513,3498.91740303,5035.2124621,3498.91740303,5035.2124621
consolacao,822.37848701,265.43085357,556.94763344,266.53208421,555.8464028
contagem,305844.35229036,226033.50380919,79810.84848117,226362.65931106,79481.69297931
coqueiral,4368.24671013,2580.22600643,1788.0207037,2586.38979431,1781.85691582
coracao de jesus,12149.98492471,2762.24294764,9387.74197707,2773.86262114,9376.12230358
cordisburgo,3974.397723,1887.79912755,2086.59859545,1887.79912755,2086.59859545
cordislandia,1527.31222556,834.64561406,692.6666115,834.64561406,692.6666115
corinto,9071.02545899,5447.07291238,3623.95254661,5447.07291238,3623.95254661
coroaci,4139.07374092,1342.60903646,2796.46470446,1342.60903646,2796.46470446
coromandel,14179.48663331,7286.0018581,6893.48477521,7286.0018581,6893.48477521
coronel fabriciano,44516.07900307,31561.90650553,12954.17249754,31596.25794521,12919.82105786
coronel murta,3926.56111085,1410.28467771,2516.27643314,1419.49959774,2507.0615131
coronel pacheco,1324.35833191,907.75098217,416.60734974,909.10936843,415.24896348
coronel xavier chaves,1258.52196648,644.59490071,613.92706577,644.59490071,613.92706577
corrego danta,1567.1752295,688.89037589,878.28485361,688.89037589,878.28485361
corrego do bom jesus,1731.89721802,669.73405352,1062.1631645,669.73405352,1062.1631645
corrego fundo,2749.24612539,1735.44962244,1013.79650295,1740.88436835,1008.36175704
corrego novo,1082.92472633,651.30559872,431.61912761,659.3851802,423.53954613
couto de magalhaes de minas,1363.92394852,878.55485306,485.36909546,878.55485306,485.36909546
crisolita,2251.62621545,533.64317776,1717.98303769,536.24489833,1715.38131712
cristais,6100.7802737,3514.99148201,2585.78879169,3529.12197455,2571.65829917
cristalia,1915.4256651,708.85023415,1206.57543095,708.85023415,1206.57543095
cristiano otoni,2134.86387948,1254.06662294,880.79725654,1254.06662294,880.79725654
cristina,4793.97003116,2060.46663693,2733.50339423,2060.46663693,2733.50339423
crucilandia,2315.18397164,1130.75925233,1184.42471931,1135.76697918,1179.41699245
cruzeiro da fortaleza,1856.97032751,980.34010249,876.63022502,980.34010249,876.63022502
cruzilia,6886.52581854,3958.28324222,2928.24257632,3958.28324222,2928.24257632
cuparaque,1679.11792585,629.84113072,1049.27679513,629.84113072,1049.27679513
curral de dentro,2220.64081086,824.30654338,1396.33426748,824.30654338,1396.33426748
curvelo,32735.25444395,21145.09417792,11590.16026603,21145.09417792,11590.16026603
datas,2264.55602388,916.6346017,1347.92142218,916.6346017,1347.92142218
delfim moreira,3763.96868072,1658.4480452,2105.52063552,1663.17447208,2100.79420863
delfinopolis,3232.96747712,1746.69707634,1486.27040078,1749.36702518,1483.60045195
delta,3521.97177254,2943.75401453,578.21775801,2946.76862382,575.20314872
descoberto,2137.16733158,1319.3111933,817.85613828,1319.3111933,817.85613828
desterro de entre rios,2694.53317666,960.88312551,1733.65005115,960.88312551,1733.65005115
desterro do melo,1630.35124627,640.48091171,989.87033456,643.3465561,987.00469018
diamantina,20805.38938488,12822.71753682,7982.67184806,12837.09649497,7968.29288991
diogo de vasconcelos,1289.0862816,466.01904115,823.06724045,469.00328109,820.08300051
dionisio,3555.69856053,2039.99794089,1515.70061964,2044.09993144,1511.59862909
divinesia,1456.42577882,837.61926521,618.80651361,837.61926521,618.80651361
divino,8695.71384509,2763.36324761,5932.35059748,2763.36324761,5932.35059748
divino das laranjeiras,1787.26191841,706.78357155,1080.47834686,706.78357155,1080.47834686
divinolandia de minas,2974.7601529,983.20802697,1991.55212593,985.71345546,1989.04669745
divinopolis,114099.52754145,83247.42756518,30852.09997627,83325.91598728,30773.61155419
divisa alegre,2345.39108218,975.7212707,1369.66981148,982.99854494,1362.39253724
divisa nova,2770.4983393,1647.84567754,1122.65266176,1651.71184391,1118.78649539
divisopolis,3677.84889589,1194.7866824,2483.06221349,1194.7866824,2483.06221349
dom bosco,1768.12279864,679.08342587,1089.03937277,679.08342587,1089.03937277
dom cavati,2288.42831226,1107.50240627,1180.92590599,1110.64107614,1177.78723612
dom joaquim,1847.91903451,606.22797573,1241.69105878,606.22797573,1241.69105878
dom silverio,2461.83651373,1309.00299224,1152.83352149,1311.80389516,1150.03261857
dom vicoso,1198.942671,497.00112244,701.94154856,501.36782607,697.57484492
dona eusebia,3125.92236755,1661.97883503,1463.94353252,1667.69141128,1458.23095628
dores de campos,4865.98643008,2873.66779041,1992.31863967,2880.71762884,1985.26880124
dores de guanhaes,1993.06174483,844.70328629,1148.35845854,844.70328629,1148.35845854
dores do indaia,6649.50757615,3600.468385,3049.03919115,3610.3720082,3039.13556793
dores do turvo,1577.03479362,567.65164131,1009.38315231,570.22970082,1006.80509281
doresopolis,671.77857046,343.96355151,327.81501895,343.96355151,327.81501895
douradoquara,1073.96407402,480.32260818,593.64146584,480.32260818,593.64146584
durande,3799.21155307,1028.79082566,2770.42072741,1031.61646607,2767.59508699
eloi mendes,11913.38035471,7111.78513995,4801.59521476,7136.07983407,4777.30052064
engenheiro caldas,3863.24010807,1921.23747176,1942.00263631,1924.8968407,1938.34326737
engenheiro navarro,2981.3698101,1391.21409769,1590.15571241,1391.21409769,1590.15571241
entre folhas,1790.0129581,852.23775634,937.77520176,871.99937956,918.01357855
entre rios de minas,5822.69023683,3461.04297819,2361.64725864,3466.10891526,2356.58132157
ervalia,9017.98170601,3029.84100881,5988.1406972,3050.62463305,5967.35707295
esmeraldas,26398.08280385,17162.19001278,9235.89279107,17178.42988867,9219.65291518
espera feliz,11184.0811841,5515.74825234,5668.33293176,5515.74825234,5668.33293176
espinosa,13214.71239847,4300.18510041,8914.52729806,4323.93279869,8890.77959976
espirito santo do dourado,2590.48981612,1032.02530278,1558.46451334,1032.02530278,1558.46451334
estiva,6211.68062333,2010.65432662,4201.02629671,2010.65432662,4201.02629671
estrela dalva,1110.00539747,607.20888516,502.79651231,610.60172654,499.40367092
estrela do indaia,1468.59711788,873.96560139,594.63151649,873.96560139,594.63151649
estrela do sul,3744.80532469,2384.37026973,1360.43505496,2387.23229087,1357.57303382
eugenopolis,4787.55269111,2713.08609135,2074.46659976,2718.0228208,2069.52987031
ewbank da camara,1445.47009841,1070.42511657,375.04498184,1070.42511657,375.04498184
extrema,15317.99318811,11342.75151165,3975.24167646,11342.75151165,3975.24167646
fama,1247.54906684,626.0520922,621.49697464,627.2876791,620.26138774
faria lemos,1577.95747465,907.67045414,670.28702051,914.31048988,663.64698478
felicio dos santos,2183.84474042,661.02538292,1522.8193575,661.02538292,1522.8193575
felisburgo,2612.1336276,723.03657445,1889.09705315,723.03657445,1889.09705315
felixlandia,6291.95363603,3321.39494121,2970.55869482,3326.67205631,2965.28157972
fernandes tourinho,1188.72386149,530.98355255,657.74030894,530.98355255,657.74030894
ferros,4285.24052158,1701.18543199,2584.05508959,1701.18543199,2584.05508959
fervedouro,3885.69707669,1202.53982307,2683.15725362,1207.91005306,2677.78702363
florestal,3479.1930243,1998.0695804,1481.1234439,2009.56163997,1469.63138434
formiga,31987.60121241,21979.19222948,10008.40898293,22028.52114028,9959.08007214
formoso,3436.11448848,1127.02472495,2309.08976353,1130.11995742,2305.99453106
fortaleza de minas,1879.38201182,1176.01142559,703.37058623,1182.20678677,697.17522505
fortuna de minas,1352.90080039,749.99434767,602.90645272,749.99434767,602.90645272
francisco badaro,4763.90344963,1630.87272395,3133.03072568,1630.87272395,3133.03072568
francisco dumont,2184.79861539,840.59880271,1344.19981268,844.63900238,1340.15961302
francisco sa,9988.37255915,3881.01496227,6107.35759688,3881.01496227,6107.35759688
franciscopolis,2323.95741164,460.71354065,1863.24387099,460.71354065,1863.24387099
frei gaspar,2275.71052065,696.81970558,1578.89081507,700.4157131,1575.29480754
frei inocencio,3409.17642367,1462.16109771,1947.01532596,1462.16109771,1947.01532596
frei lagonegro,1012.11474068,266.21728628,745.8974544,266.21728628,745.8974544
fronteira,6797.57836029,4371.13408081,2426.44427948,4371.13408081,2426.44427948
fronteira dos vales,1466.76126049,476.46005303,990.30120746,476.46005303,990.30120746
fruta de leite,2420.69468861,734.92728152,1685.76740709,737.95278399,1682.74190461
frutal,26790.11879491,16755.44045104,10034.67834387,16783.33519068,10006.78360422
funilandia,1349.48677927,746.09218057,603.3945987,751.15399939,598.33277988
galileia,2546.53362968,1136.85132141,1409.68230827,1136.85132141,1409.68230827
gameleiras,2140.37982139,551.79795974,1588.58186165,551.79795974,1588.58186165
glaucilandia,1210.03179506,424.11634423,785.91545083,424.11634423,785.91545083
goiabeira,1070.18728951,457.51600101,612.6712885,460.45344192,609.73384759
goiana,1664.70993555,981.22027995,683.4896556,981.22027995,683.4896556
goncalves,2146.96962828,769.78192554,1377.18770274,769.78192554,1377.18770274
gonzaga,1865.48896123,666.33790377,1199.15105746,669.24726373,1196.24169749
gouveia,4940.85080481,2980.0205965,1960.83020831,2980.0205965,1960.83020831
governador valadares,114436.46903244,73837.61051013,40598.85852231,73932.98321559,40503.48581684
grao mogol,6314.29302631,2073.72520859,4240.56781772,2082.99858135,4231.29444497
grupiara,683.65594784,486.86567009,196.79027775,489.44403908,194.21190876
guanhaes,14169.36893856,7081.18750127,7088.18143729,7091.19086343,7078.17807512
guape,6805.29465714,3556.91119985,3248.38345729,3575.76470609,3229.52995105
guaraciaba,4961.14330802,1635.2022455,3325.94106252,1639.61269586,3321.53061215
guaraciama,2131.40272876,914.06731157,1217.33541719,914.06731157,1217.33541719
guaranesia,9498.864571,6896.79322836,2602.07134264,6896.79322836,2602.07134264
guarani,4032.73126858,2581.06604983,1451.66521875,2581.06604983,1451.66521875
guarara,1703.69299369,1171.86960383,531.82338986,1171.86960383,531.82338986
guarda-mor,3132.61120205,1400.7915244,1731.81967765,1405.88001656,1726.73118549
guaxupe,24447.72973832,18212.20500077,6235.52473755,18221.07243091,6226.65730741
guidoval,3446.3936965,2059.71957076,1386.67412574,2062.3287136,1384.06498289
guimarania,3246.31370748,1728.29630726,1518.01740022,1733.22508832,1513.08861915
guiricema,3907.15266432,1409.35990408,2497.79276024,1409.35990408,2497.79276024
gurinhata,3082.73349503,1374.69661481,1708.03688022,1374.69661481,1708.03688022
heliodora,2710.78431594,1370.76923907,1340.01507687,1370.76923907,1340.01507687
iapu,3652.94729577,1850.54238077,1802.404915,1860.2373788,1792.70991698
ibertioga,2024.28961606,933.16714728,1091.12246878,933.16714728,1091.12246878
ibia,10988.44624441,6566.57316549,4421.87307892,6566.57316549,4421.87307892
ibiai,3047.52702503,1262.63833006,1784.88869497,1262.63833006,1784.88869497
ibiracatu,1870.80057651,752.7178498,1118.08272671,752.7178498,1118.08272671
ibiraci,6320.66346225,3274.7496283,3045.91383395,3274.7496283,3045.91383395
ibirite,71299.00039491,53411.89991006,17887.10048485,53438.98746866,17860.01292625
ibitiura de minas,1803.24369829,566.83281417,1236.41088412,566.83281417,1236.41088412
ibituruna,1144.76709217,689.69823531,455.06885686,696.25798056,448.5091116
icarai de minas,4863.521958,1475.90344263,3387.61851537,1475.90344263,3387.61851537
igarape,15472.92141564,10370.2356925,5102.68572314,10376.55622284,5096.36519279
igaratinga,4788.72089152,2586.86111544,2201.85977608,2591.70455336,2197.01633816
iguatama,3756.63300453,2464.82987748,1291.80312705,2467.36665149,1289.26635304
ijaci,2521.26037692,1780.06563893,741.19473799,1780.06563893,741.19473799
ilicinea,5695.59368841,3475.82017893,2219.77350948,3494.63196668,2200.96172171
imbe de minas,2628.10004175,960.81664407,1667.28339768,960.81664407,1667.28339768
inconfidentes,3573.85533349,1770.62436672,1803.23096677,1770.62436672,1803.23096677
indaiabira,3205.81316787,966.8555425,2238.95762537,970.86351742,2234.94965045
