city,total,regular,military_and_gov,irregular,employers,entrepreneur
miguelopolis,300,320,540,151,2000,450
mineiros do tiete,350,352,600,200,1500,500
mira estrela,202,280,500,150,1500,250
miracatu,280,302,570,175,1500,300
mirandopolis,300,300,800,151,1200,300
mirante do paranapanema,200,290,850,151,2400,200
mirassol,380,380,900,220,1500,500
mirassolandia,300,330,437,250,1000,300
mococa,303,322,760,200,1200,500
mogi guacu,400,450,700,220,1500,500
moji das cruzes,450,481,900,250,2000,500
moji-mirim,400,400,850,250,1800,500
mombuca,300,300,503,200,1000,500
moncoes,248,320,486,180,151,200
mongagua,360,400,800,200,2000,400
monte alegre do sul,300,350,720,240,1500,400
monte alto,400,400,1000,200,2000,500
monte aprazivel,314,350,930,180,1500,400
monte azul paulista,300,300,1100,200,1500,400
monte castelo,200,250,900,150,300,250
monte mor,400,400,650,250,1500,480
monteiro lobato,288,314,800,170,1200,300
morro agudo,364,400,750,180,3000,500
morungaba,350,317,700,300,1500,500
motuca,400,400,0,151,2500,360
murutinga do sul,250,327,650,151,800,302
nantes,300,300,525,181,800,500
narandiba,230,251,580,150,2000,350
natividade da serra,230,270,758,180,1500,300
nazare paulista,280,300,380,200,3000,320
neves paulista,300,350,800,200,1000,500
nhandeara,300,302,800,170,1200,400
nipoa,250,280,375,200,1600,400
nova alianca,300,350,1100,200,800,400
nova campina,250,290,270,160,500,250
nova canaa paulista,226,433,243,150,600,300
nova castilho,300,300,350,250,900,700
nova europa,331,350,400,151,1000,550
nova granada,300,302,700,160,1200,400
nova guataporanga,200,227,650,160,0,200
nova independencia,250,270,150,150,3000,300
nova luzitania,300,335,450,150,2700,380
nova odessa,433,470,775,290,2000,500
novais,300,300,300,151,1500,400
novo horizonte,300,350,800,200,1500,450
nuporanga,303,341,900,151,1000,450
ocaucu,250,250,628,200,2000,400
oleo,250,260,514,180,700,300
olimpia,320,350,500,200,1200,450
onda verde,300,306,480,200,800,500
oriente,350,352,700,200,800,500
orindiuva,400,450,1000,160,500,500
orlandia,400,450,650,200,2000,600
osasco,500,500,700,310,2000,600
oscar bressane,260,280,500,151,1000,300
osvaldo cruz,300,304,860,151,1200,300
ourinhos,350,380,800,182,1500,400
ouro verde,200,294,400,130,800,290
ouroeste,300,300,477,151,1100,500
pacaembu,200,250,600,130,1000,280
palestina,250,300,600,151,800,302
palmares paulista,350,350,151,151,1500,480
palmeira d'oeste,250,300,701,151,700,300
palmital,300,300,450,151,1300,400
panorama,300,330,800,200,2500,300
paraguacu paulista,300,330,670,151,1800,400
paraibuna,300,300,500,200,1500,350
paraiso,280,300,300,200,1000,400
paranapanema,290,300,434,200,1500,400
paranapua,217,280,490,151,1200,500
parapua,250,270,700,151,900,280
pardinho,300,313,500,200,1500,400
pariquera-acu,300,320,650,160,1800,300
parisi,300,310,230,200,750,300
patrocinio paulista,300,320,800,200,1000,400
pauliceia,300,330,420,200,5000,250
paulinia,500,540,680,300,2000,600
paulistania,280,280,300,160,0,300
paulo de faria,250,300,721,151,1600,400
pederneiras,300,315,920,170,1500,450
pedra bela,200,280,480,200,1000,300
pedranopolis,250,300,267,200,7500,300
pedregulho,260,280,800,200,1000,500
pedreira,390,350,900,270,1500,500
pedrinhas paulista,330,300,1190,151,2000,600
pedro de toledo,300,302,640,151,1200,400
penapolis,314,330,850,200,2000,400
pereira barreto,300,350,570,151,1448,400
pereiras,305,335,856,200,900,300
peruibe,360,400,750,230,1500,480
piacatu,250,260,1000,180,2000,300
piedade,300,360,600,200,1500,400
pilar do sul,300,325,700,200,1500,400
pindamonhangaba,400,450,720,200,1800,400
pindorama,302,340,510,200,1000,400
pinhalzinho,300,300,500,203,2000,350
piquerobi,276,300,800,151,2000,250
piquete,300,369,670,151,750,300
piracaia,302,340,450,250,1000,400
piracicaba,480,480,800,270,2000,500
piraju,300,302,819,170,1500,400
pirajui,294,300,1000,148,1000,450
pirangi,300,305,700,200,1000,450
pirapora do bom jesus,380,400,350,300,3000,400
pirapozinho,320,360,700,151,1500,400
pirassununga,400,370,1000,216,1500,500
piratininga,340,323,700,200,1000,500
pitangueiras,391,410,600,160,2000,450
planalto,250,300,480,151,2000,400
platina,300,324,480,150,700,300
poa,440,500,800,250,1900,500
poloni,280,302,597,200,2000,400
pompeia,340,370,500,151,1200,400
pongai,280,280,800,200,1000,400
pontal,375,400,700,151,2500,500
pontalinda,200,250,230,151,2000,300
pontes gestal,250,280,1100,171,400,250
populina,220,300,400,180,1000,300
porangaba,320,322,750,240,1000,400
porto feliz,400,400,600,250,1000,500
porto ferreira,350,350,600,220,1500,400
potim,300,340,600,200,1116,300
potirendaba,330,400,400,200,1500,400
pracinha,226,300,221,130,700,400
pradopolis,427,500,549,200,2000,500
praia grande,430,456,780,300,2000,500
pratania,280,300,350,200,2500,500
presidente alves,250,300,1080,160,1800,400
presidente bernardes,250,300,800,150,1800,300
presidente epitacio,320,350,740,151,1000,300
presidente prudente,400,400,890,200,2000,500
presidente venceslau,300,315,810,151,1500,350
promissao,320,340,710,167,1200,350
quadra,300,327,300,240,3300,240
quata,300,350,407,150,700,370
queiroz,200,200,980,160,1000,260
queluz,300,300,750,180,1000,400
quintana,300,312,700,160,1500,300
rafard,380,382,702,250,1200,400
rancharia,300,304,700,151,1000,400
redencao da serra,230,300,600,170,0,300
regente feijo,340,360,550,151,800,400
reginopolis,287,280,800,200,500,500
registro,319,330,723,170,3000,450
restinga,280,300,750,200,900,300
ribeira,151,225,600,125,2000,120
ribeirao bonito,300,300,800,151,1500,400
ribeirao branco,200,240,540,175,800,200
ribeirao corrente,280,300,400,200,1500,380
ribeirao do sul,250,350,580,190,900,300
ribeirao dos indios,200,280,500,100,0,300
ribeirao grande,250,300,470,170,900,235
ribeirao pires,500,500,700,281,2000,500
ribeirao preto,500,495,880,300,2000,600
rifaina,280,280,419,160,1500,300
rincao,300,350,741,200,1200,453
rinopolis,240,290,900,151,1200,300
rio claro,450,450,900,250,1500,500
rio das pedras,395,400,700,240,1200,500
rio grande da serra,390,430,440,250,800,340
riolandia,225,300,530,120,1000,450
riversul,200,302,350,151,900,200
rosana,400,480,850,151,2000,250
roseira,300,300,750,200,1500,350
rubiacea,320,360,250,150,4000,600
rubineia,250,317,317,151,30,300
sabino,250,300,700,200,1500,480
sagres,200,300,554,150,200,200
sales,240,300,940,190,1000,300
sales oliveira,350,420,720,170,2250,500
salesopolis,280,350,800,151,2000,400
salmourao,250,300,1000,160,500,300
saltinho,500,470,780,300,1500,585
salto,400,450,700,261,1500,500
salto de pirapora,380,400,650,200,1000,400
salto grande,290,300,700,151,1500,300
sandovalina,300,330,280,151,0,300
santa adelia,350,400,530,180,1500,500
santa albertina,240,300,394,151,1500,300
santa barbara d'oeste,400,450,740,280,1200,500
santa branca,318,400,750,200,1500,350
santa clara d'oeste,300,342,468,150,500,450
santa cruz da conceicao,350,350,1000,250,2000,600
santa cruz da esperanca,300,300,772,180,800,400
santa cruz das palmeiras,326,320,800,200,1000,500
santa cruz do rio pardo,340,320,980,190,1500,500
santa ernestina,330,325,700,150,2500,600
santa fe do sul,300,360,650,151,1500,300
santa gertrudes,480,500,320,200,1500,560
santa isabel,360,380,800,280,1500,500
santa lucia,300,300,1000,180,1500,400
santa maria da serra,330,330,800,288,1200,500
santa mercedes,215,250,300,151,800,400
santa rita do passa quatro,400,400,700,186,1500,550
santa rita d'oeste,208,316,410,150,800,300
santa rosa de viterbo,363,400,480,200,1500,400
santa salete,240,300,260,102,3000,300
santana da ponte pensa,260,280,400,151,1100,302
santana de parnaiba,470,480,500,300,5000,600
santo anastacio,300,300,752,151,1352,400
santo andre,600,600,800,300,2000,700
santo antonio da alegria,270,300,900,200,1000,400
santo antonio de posse,350,325,370,230,3000,600
santo antonio do aracangua,300,350,555,180,1000,400
santo antonio do jardim,300,280,817,200,1500,300
santo antonio do pinhal,300,304,537,200,2500,302
santo expedito,260,270,600,180,400,280
santopolis do aguapei,240,250,300,160,1000,450
santos,600,600,1120,350,2000,800
sao bento do sapucai,275,300,680,160,1000,300
sao bernardo do campo,600,600,900,302,2000,700
sao caetano do sul,800,800,1000,400,2500,1000
sao carlos,450,410,1000,260,2000,500
sao francisco,220,280,338,151,1500,215
sao joao da boa vista,400,400,807,240,1500,500
sao joao das duas pontes,280,300,800,151,800,300
sao joao de iracema,261,280,340,150,4000,300
sao joao do pau d'alho,250,300,500,151,1000,300
sao joaquim da barra,400,400,600,180,2000,500
sao jose da bela vista,300,300,800,204,1000,400
sao jose do barreiro,200,220,500,151,1300,300
sao jose do rio pardo,350,340,800,200,1500,500
sao jose do rio preto,450,450,1000,300,2000,500
sao jose dos campos,500,500,1000,290,2000,600
sao lourenco da serra,350,375,560,250,1500,500
sao luis do paraitinga,250,300,900,180,890,300
sao manuel,320,315,650,190,1300,500
sao miguel arcanjo,300,305,600,200,1500,360
sao paulo,570,590,872,350,3000,700
sao pedro,330,340,800,250,1500,500
sao pedro do turvo,230,260,656,151,1000,250
sao roque,400,400,640,250,2000,500
sao sebastiao,400,400,700,300,2000,500
sao sebastiao da grama,290,250,800,230,1000,500
sao simao,340,345,650,200,2500,500
sao vicente,450,480,820,300,1700,500
sarapui,250,272,750,180,1000,350
sarutaia,200,229,151,151,750,300
sebastianopolis do sul,285,315,1010,151,1000,300
serra azul,300,315,250,240,1150,500
serra negra,350,350,600,240,1500,450
serrana,350,380,461,200,1000,500
sertaozinho,432,450,800,240,1800,500
sete barras,210,250,800,151,1200,300
severinia,300,350,420,180,2000,500
silveiras,200,232,600,151,3000,200
socorro,300,340,850,200,1000,300
sorocaba,500,500,900,300,2000,500
sud mennucci,300,330,725,151,3000,400
sumare,403,450,800,300,1400,500
suzanapolis,250,302,464,151,2800,450
suzano,400,450,700,250,1800,400
tabapua,280,278,590,200,1200,400
tabatinga,270,300,700,200,1400,400
taboao da serra,500,500,700,340,2000,510
taciba,300,330,500,151,3000,400
taguai,247,280,420,151,800,250
taiacu,295,302,750,200,1000,300
taiuva,300,300,900,200,4000,400
tambau,320,342,600,200,1000,400
tanabi,300,330,950,200,1000,400
tapirai,290,300,600,200,1000,450
tapiratiba,300,300,700,180,2000,500
taquaral,300,300,365,162,1000,600
taquaritinga,310,323,550,200,1500,450
taquarituba,240,300,424,151,1800,300
taquarivai,260,290,1000,151,200,300
tarabai,230,292,600,150,600,350
taruma,370,400,401,151,1500,450
tatui,400,387,800,260,2000,500
taubate,450,500,900,248,2000,500
tejupa,160,200,300,151,1300,216
teodoro sampaio,300,351,750,151,600,300
terra roxa,280,300,610,151,1500,400
tiete,400,395,900,250,1500,500
timburi,200,260,540,151,500,240
torre de pedra,350,385,151,200,1000,500
torrinha,336,336,800,180,1000,600
trabiju,280,290,500,200,500,500
tremembe,340,400,980,151,2000,451
tres fronteiras,250,300,500,180,2000,300
tuiuti,300,300,700,250,800,400
tupa,302,310,850,200,2000,400
tupi paulista,300,290,968,151,1000,400
turiuba,260,289,330,200,1500,300
turmalina,250,270,600,150,0,400
ubarana,270,258,350,200,1500,350
ubatuba,360,388,700,280,1800,451
ubirajara,230,250,800,151,1000,300
uchoa,300,350,600,200,800,450
uniao paulista,231,280,500,150,3000,300
urania,260,300,600,151,1500,300
uru,270,297,950,151,450,450
urupes,280,300,1000,200,1000,300
valentim gentil,320,324,420,250,1500,500
valinhos,500,500,800,300,2000,600
valparaiso,300,350,850,151,1000,400
vargem,300,302,800,200,1200,400
vargem grande do sul,320,360,700,200,1500,400
vargem grande paulista,400,400,600,300,1800,500
varzea paulista,400,430,650,265,1500,500
vera cruz,300,300,800,180,1000,400
vinhedo,500,500,900,300,2000,700
viradouro,350,370,400,180,1000,400
vista alegre do alto,380,400,800,250,3000,500
vitoria brasil,222,245,180,170,1700,300
votorantim,400,450,522,250,1500,450
votuporanga,354,360,850,220,1500,440
zacarias,300,300,500,151,1000,400
