city,total,regular,military_and_gov,irregular,employers,entrepreneur
lebon regis,200,218,290,151,900,200
leoberto leal,300,160,333,151,1000,300
lindoia do sul,300,300,240,151,3000,350
lontras,300,300,320,200,800,300
luiz alves,350,350,300,300,4000,480
luzerna,400,420,330,151,1200,400
macieira,280,300,300,151,15000,300
mafra,300,300,500,183,1000,300
major gercino,300,400,328,200,3000,300
major vieira,200,250,501,151,300,200
maracaja,310,319,330,220,2500,350
maravilha,300,310,550,150,1400,300
marema,300,300,350,151,1500,400
massaranduba,370,370,352,240,1000,480
matos costa,250,300,394,200,600,230
meleiro,330,350,330,220,2000,450
mirim doce,250,250,310,160,5000,300
modelo,250,288,505,151,800,250
mondai,220,226,400,150,900,200
monte carlo,230,230,300,180,1000,300
monte castelo,200,235,245,151,1500,260
morro da fumaca,340,340,400,250,1000,360
morro grande,288,305,380,150,700,290
navegantes,350,400,380,250,1000,400
nova erechim,345,300,420,140,1500,500
nova itaberaba,320,250,600,100,10000,400
nova trento,350,350,600,300,1000,300
nova veneza,337,330,950,240,1500,450
novo horizonte,300,300,450,93,380,300
orleans,304,350,615,200,1500,400
otacilio costa,350,450,400,151,1000,400
ouro,350,320,700,151,600,500
ouro verde,250,302,350,150,0,250
paial,260,342,420,180,0,300
painel,200,250,250,157,2000,200
palhoca,400,400,610,300,1500,500
palma sola,250,260,236,100,1000,320
palmeira,300,300,750,200,400,400
palmitos,250,300,600,151,1300,200
papanduva,200,253,470,151,1600,200
paraiso,200,280,550,150,800,200
passo de torres,300,300,401,226,500,250
passos maia,190,226,220,151,1000,150
paulo lopes,300,350,300,200,1000,400
pedras grandes,300,330,461,220,1000,300
penha,350,400,300,250,1000,400
peritiba,320,340,500,151,1000,300
petrolandia,300,300,370,180,800,300
picarras,340,340,478,240,1000,400
pinhalzinho,270,270,402,140,1500,300
pinheiro preto,300,300,295,151,1000,300
piratuba,400,450,400,202,1700,200
planalto alegre,350,400,450,150,500,400
pomerode,400,400,550,200,1200,400
ponte alta,230,250,360,151,4000,440
ponte alta do norte,300,300,400,180,2000,300
ponte serrada,240,245,360,150,1000,300
porto belo,360,360,360,300,1500,450
porto uniao,300,325,700,180,1000,300
pouso redondo,270,280,250,200,1000,300
praia grande,240,226,375,151,800,300
presidente castelo branco,350,300,645,180,1200,650
presidente getulio,300,300,370,200,1000,400
presidente nereu,250,420,250,151,950,300
princesa,300,200,140,200,175.5,400
quilombo,284,300,440,150,2000,300
rancho queimado,260,302,450,200,1000,250
rio das antas,300,300,430,180,1000,300
rio do campo,250,240,320,151,1000,450
rio do oeste,330,300,470,200,1200,500
rio do sul,350,340,500,250,1000,400
rio dos cedros,300,300,400,300,500,350
rio fortuna,333,380,500,240,2000,300
rio negrinho,300,300,368,200,1200,330
rio rufino,151,225,184,151,302,200
riqueza,160,275,360,100,453,150
rodeio,320,312,250,250,550,400
romelandia,175,280,380,100,700,151
salete,255,250,325,180,1500,300
saltinho,200,390,650,151,2000,200
salto veloso,300,300,540,151,450,400
sangao,300,298,300,220,1000,350
santa cecilia,240,260,360,151,900,350
santa helena,285,260,439,100,4077,300
santa rosa de lima,250,372,330,250,0,225
santa rosa do sul,300,300,350,220,1000,350
santa terezinha,200,300,240,150,10000,200
santa terezinha do progresso,250,400,550,150,0,250
santiago do sul,256,270,300,100,10000,300
santo amaro da imperatriz,400,400,380,300,2000,400
sao bento do sul,356,350,470,200,1000,450
sao bernardino,300,300,400,200,2000,300
sao bonifacio,200,350,280,200,600,151
sao carlos,250,280,427,151,1000,250
sao cristovao do sul,200,200,434,151,0,300
sao domingos,300,300,598,140,1000,400
sao francisco do sul,350,400,600,238,1500,300
sao joao batista,350,350,348,250,1000,400
sao joao do itaperiu,350,380,500,250,1000,400
sao joao do oeste,300,260,600,151,500,302
sao joao do sul,270,280,450,200,2000,300
sao joaquim,226,240,322,151,1000,300
sao jose,480,430,780,300,1500,600
sao jose do cedro,250,260,480,150,600,250
sao jose do cerrito,190,270,298,150,700,175
sao lourenco do oeste,250,250,440,151,1500,300
sao ludgero,320,320,470,180,1000,400
sao martinho,300,310,400,200,2000,300
sao miguel da boa vista,150,151,300,80,0,116
sao miguel do oeste,300,350,750,151,1000,300
sao pedro de alcantara,400,395,450,240,0,400
saudades,250,236,450,150,453,300
schroeder,400,400,450,200,800,480
seara,300,300,460,151,1000,300
serra alta,300,300,500,120,550,302
sideropolis,400,400,660,200,1500,400
sombrio,300,300,660,200,1000,300
sul brasil,200,200,400,120,200,250
taio,300,300,400,160,800,400
tangara,320,340,400,189,1500,400
tigrinhos,150,550,380,100,0,150
tijucas,400,400,500,250,1500,450
timbe do sul,300,300,265,151,1500,500
timbo,390,350,670,260,1000,500
timbo grande,215,260,360,151,540,250
tres barras,280,300,580,150,1500,300
treviso,400,450,0,200,900,400
treze de maio,300,280,450,200,1500,400
treze tilias,300,340,600,150,2500,300
trombudo central,300,315,330,200,1000,450
tubarao,350,350,600,200,1200,400
tunapolis,200,300,500,127,500,200
turvo,380,360,400,190,1200,500
uniao do oeste,260,260,400,120,2000,300
urubici,200,276,380,150,1000,250
urupema,180,242,228,151,5000,150
urussanga,400,440,700,206,800,350
vargeao,250,300,685,151,1000,200
vargem,250,300,461,130,300,300
vargem bonita,257,300,292,150,2600,300
vidal ramos,300,300,520,152,1000,450
videira,320,350,400,180,1000,400
vitor meireles,280,260,420,151,1300,300
witmarsum,250,240,410,151,6000,300
xanxere,300,340,500,151,1000,300
xavantina,225,281,386,151,1000,200
xaxim,300,300,400,150,1000,400
zortea,300,300,405,200,0,300
