city,2000_responsable_illiterate,2010_responsable_illiterate,2000_inappropriate_residence,2010_inappropriate_residence,2000_responsable_illiterate_and_inappropriate_residence,2010_responsable_illiterate_and_inappropriate_residence
campinas do piaui,52.81,33.88,65.71,61.93,41.73,28.05
campo grande do piaui,65.35,44.51,76.38,37.33,55.75,21.56
campo largo do piaui,70.03,56.26,80.02,50.22,60.28,31.97
caraubas do piaui,82.89,59.8,90.96,56.78,76.36,38.02
caxingo,78.45,63.81,87.41,58.57,70.71,39.69
cocal dos alves,73.64,50.85,93.75,56.12,71.47,31.83
colonia do gurgueia,42.97,23.09,13.26,4.26,7.83,2.35
colonia do piaui,63.23,44.79,61.42,12.35,43.39,5.8
cristalandia do piaui,58.57,36.13,74.3,57.32,49.46,28.35
cristino castro,56.81,32.36,35.54,15.33,24.69,7.43
dirceu arcoverde,48.98,38.94,77.99,63.29,43.51,28.82
dom expedito lopes,45.4,27.5,9.2,5.18,3.5,3.57
dom inocencio,41.18,28.62,91.36,72.93,40.44,25.99
fartura do piaui,56.69,49.81,85.56,72.16,51.82,43.18
francinopolis,57.34,45.63,33.05,8.73,24.15,6.33
francisco santos,50.49,32.63,64.53,42.71,39.53,16.56
geminiano,60.16,38.84,34.6,42.21,24.92,18.76
ilha grande,59.38,43.59,27.75,16.03,21.06,10.04
ipiranga do piaui,49.52,31.54,30.32,9.26,18.54,4.45
isaias coelho,63.21,49.71,74.54,67.21,53.03,41.37
jacobina do piaui,62.17,52.3,72.03,58.92,47.97,34.27
joca marques,66.94,56.91,81.49,42.43,57.02,28.13
julio borges,31.16,26.27,78.53,55.69,25.62,18.74
lagoa alegre,61.65,45.2,79.19,48.16,53.91,24.2
lagoa de sao francisco,66.96,45.78,68.59,54.84,50.98,27.8
landri sales,40.72,30.0,38.46,14.36,19.46,5.27
madeiro,71.75,51.81,54.19,25.18,40.79,14.82
manoel emidio,53.29,24.78,43.92,27.68,31.47,7.37
marcolandia,59.16,45.86,39.12,16.68,26.72,10.44
massape do piaui,72.42,59.76,98.64,78.07,71.6,52.68
milton brandao,74.29,55.41,78.07,44.92,61.06,29.34
monsenhor hipolito,63.69,40.44,68.22,38.1,49.5,19.27
morro do chapeu do piaui,70.66,53.62,67.96,32.46,51.29,20.58
murici dos portelas,80.51,59.27,89.13,58.13,73.65,36.23
nazare do piaui,55.76,42.22,70.13,41.62,43.83,23.35
nazaria,-,40.53,-,31.17,-,16.85
nossa senhora dos remedios,69.17,54.25,67.41,48.25,54.04,30.93
novo oriente do piaui,51.13,44.7,39.04,31.06,24.06,17.23
padre marcos,67,51.07,70.76,46.43,53.05,29.29
patos do piaui,70.22,44.27,71.49,41.22,56.6,24.19
queimada nova,58.79,45.03,86.29,80.51,54.5,41.13
redencao do gurgueia,50.3,32.55,48.6,21.05,26.42,10.14
ribeiro goncalves,42.8,30.62,55.12,36.24,29.63,16.51
rio grande do piaui,50.39,37.61,50.79,24.79,30.37,14.5
santa cruz do piaui,55,45.64,39.03,21.52,27.1,15.4
santa filomena,54.05,32.97,70.66,52.94,44.06,20.11
santa luz,48.38,30.06,36.21,29.14,19.72,9.05
santa rosa do piaui,52.03,39.92,44.33,21.18,30.38,10.79
santo antonio de lisboa,46.5,40.19,46.32,13.71,27.86,7.62
sao francisco de assis do piaui,62.66,50.73,87.07,71.71,56.83,44.39
sao francisco do piaui,50.44,41.24,67.11,41.43,39.51,22.41
sao joao da fronteira,75.55,50.96,65.36,38.39,53.69,24.61
sao joao da serra,64.91,48.17,64.28,35.71,47.55,23.26
sao joao do arraial,69.49,52.59,57.41,13.12,45.7,9.59
sao jose do divino,64.54,53.96,62.3,30.4,50.48,22.91
sao jose do piaui,67.15,47.8,61.96,10.68,46.01,7.46
sao juliao,62.28,48.34,58.63,29.05,41.08,18.46
sigefredo pacheco,63.92,38.5,72.77,30.47,51.75,16.07
sussuapara,49.19,35.93,14.95,2.79,7.93,2.2
de 10.001 a 20.000 ,57.79,40.76,49.89,35.36,35.47,19.35
agua branca,44.96,32.82,11.78,4.7,7.61,3.05
alto longa,69.13,42.88,66.04,36.37,51.62,21.56
amarante,53.25,40.61,28.08,36.63,18.34,19.32
avelino lopes,45.4,30.86,57.88,41.52,30.73,16.87
baixa grande do ribeiro,55.08,26.51,58.89,29.52,40.97,10.79
buriti dos lopes,65.38,44.96,53.44,32.35,40.79,17.94
capitao de campos,59.28,46.48,55.5,37.15,40.34,20.95
caracol,65.65,45.11,77.45,49.62,56.64,28.72
castelo do piaui,59.97,39.51,48.27,38.18,36.01,20.31
curimata,33.87,24.7,46.23,29.95,20.63,11.25
demerval lobao,46.53,31.08,28.11,19.11,17.4,7.61
elesbao veloso,58.19,43.94,38.49,16.82,28.93,10.14
fronteiras,59.27,41.32,48.69,35.5,36.91,21.82
gilbues,48.82,39.22,72.26,57.14,42.16,27.9
guadalupe,39.37,25.95,19.16,7.84,12.02,3.62
inhuma,56.55,35.68,39.27,22.04,28.3,11.75
itainopolis,61.19,44.59,58.81,47.72,40.68,25.72
itaueira,49.29,32.88,54.74,40.08,29.89,17.32
jaicos,68.78,51.34,62.95,47.95,52.12,32.18
joaquim pires,72.46,54.64,82.34,31.93,64.73,21.1
matias olimpio,69.05,51.76,69.2,36.89,53.77,23.62
monsenhor gil,50.08,28.27,50.95,14.86,29.38,5.7
monte alegre do piaui,54.31,36.31,75.44,36.06,45.69,19.11
palmeirais,59.73,44.76,55.43,21.22,35.44,11.99
parnagua,55.52,41.81,76.52,60.43,47.22,27.85
paulistana,61.89,42.95,51.65,46.74,40.67,29.18
pimenteiras,66.29,46.18,59.85,39.95,43.99,22.04
pio ix,71.54,40.81,74.61,67.56,60.19,32.44
porto,70.96,57.7,55.89,39.99,44.83,27.3
regeneracao,59.35,42.48,39.7,32.35,28.95,18.74
sao joao do piaui,52.24,30.4,39.77,23.13,27.96,11.35
sao miguel do tapuio,68.34,52.27,72.77,36.59,54.5,25.11
sao pedro do piaui,54.63,39.51,39.56,29.37,24.78,14.37
simoes,64.63,45.49,73.27,58.52,52.14,33.64
simplicio mendes,48.54,32.06,37.66,20.96,23.94,9.95
de 20.001 a 50.000 ,57.81,40.86,54.99,35.35,39.05,19.66
altos,55.04,34.94,50.01,29.47,34.37,13.88
barras,64.43,47.56,66.29,44.11,50.69,25.93
batalha,66.97,51.31,70.43,29.7,53.49,20.53
bom jesus,49.31,28.1,31.81,9.6,22.53,5.18
campo maior,46.8,29.61,26.55,18.3,18.01,9.41
canto do buriti,55.12,37.26,53.49,47.15,35.97,22.55
cocal,70.97,55.15,67.04,58.25,54.14,35.49
corrente,41.93,32.31,53.54,39.34,28.74,19.91
esperantina,57.76,45.1,46.99,31.01,34.46,17.7
jose de freitas,51.38,36.26,54.52,31.91,33.14,15.05
luis correia,62.92,46.15,58.84,49.24,44,27.62
luzilandia,63.17,54.31,55.53,34.07,41.31,23.21
miguel alves,70.34,58.07,76.41,66.29,58.49,42.94
oeiras,48.21,32.07,48.65,28.44,30.61,13.63
pedro ii,62.31,46.91,53.71,30.94,39.26,18.62
piracuruca,61.9,46.4,38.04,33.88,31.22,21.55
sao raimundo nonato,37.4,26.88,44.98,30.52,23.92,12.91
uniao,59.96,42.56,64.5,41.61,44.9,21.04
urucui,46.17,25.3,39.29,20.86,22.23,8.3
valenca do piaui,44.89,28.42,23.19,11.03,14.64,5.31
de 50.001 a 100.000 ,42.46,27.24,23.01,11.85,15.76,6.43
floriano,32.65,19.83,22.84,13.48,13.87,6.24
picos,38.38,22.28,16.32,3.73,10.65,1.85
piripiri,54.78,39.61,30.26,19.63,22.72,11.82
de 100.001 a 500.000 ,42.72,29.09,9.83,10.53,6.73,5.48
parnaiba,42.72,29.09,9.83,10.53,6.73,5.48
mais de 500.000 ,26.8,15.35,8.73,2.94,4.4,1.06
teresina,26.8,15.35,8.73,2.94,4.4,1.06
