city,2000_total,2010_total,2000_15_to_24_years,2010_15_to_24_years,2000_25_to_59_years,2010_25_to_59_years,2000_60_to_more_years,2010_60_to_more_years
rubiataba,14.86,9.99,2.62,0.8,12.98,6.79,47.29,34.67
santa terezinha de goias,19.1,14.4,4.31,1.78,19.17,11.55,55.52,43.67
sao domingos,29.44,23.37,9.47,3.49,33.04,22.31,66.5,62.71
sao joao d'alianca,18.29,14.22,5.4,1.36,18.78,12.6,47.98,50.17
sao simao,16.51,11.67,1.91,1.01,14.21,8.49,51.48,41.96
silvania,13.35,8.5,3.21,0.92,11.7,5.93,44.78,30.75
uruana,14.9,12.8,3.75,1.59,13.71,10.29,45.72,35.69
vianopolis,13.78,7.97,3.03,1.13,13.05,6.04,43.95,27.79
de 20.001 a 50.000 ,14.49,10.74,3.4,1.42,13.54,8.37,46.19,35.95
acreuna,18.63,14.58,7.18,2.13,19,13.69,51.61,42.57
alexania,17.68,11.73,4,1.68,17.34,9.14,53.04,39.03
anicuns,15.92,10.35,2.45,0.9,14.82,7.35,50.76,38.64
bela vista de goias,13.55,9.37,3.3,1.59,12.11,6.93,41.99,31.67
bom jesus de goias,17.47,11.03,4.79,1.54,16.8,9.81,53.13,37.45
ceres,11.91,7.59,1.58,1.02,9.86,4.56,41.94,29.52
cristalina,13.78,9.11,4.67,1.72,14.14,8.78,42.89,30.93
goianira,13.13,8.3,3.19,1.78,12.86,6.85,47.94,34.64
goias,16.22,13.5,4.09,1.57,15.06,10.37,47.25,38.77
goiatuba,12.37,9.42,3.03,1.38,10.65,6.65,38.42,30.41
inhumas,13.5,10.07,3.11,1.31,12.09,7.85,43.81,32.71
ipameri,11.63,9.79,2.53,2.06,8.94,7.19,36.58,29.04
ipora,14.04,11.93,2.04,1.05,11.1,7.46,49.71,39.56
itaberai,17.5,10.37,4.72,1.19,17.39,8.67,49.11,36.23
itapuranga,19.21,14.27,3.38,1.26,17.37,10.12,59.49,45.31
jaragua,14.93,9.67,3.61,1.29,14.31,7.85,46.18,35.49
minacu,14.69,13.55,3.22,1.15,15.24,11.04,55.38,45.64
morrinhos,12.25,8.05,2.16,1.09,9.72,5.5,40.47,26.27
neropolis,13.76,8.49,3.39,1.11,12.91,6.61,47.25,34.37
niquelandia,17.74,12.4,3.78,1.3,18.09,9.44,56.31,46.99
padre bernardo,19.6,14.2,5.84,2.19,21.05,11.79,53.25,47.53
palmeiras de goias,13.69,9.73,2.6,1.14,12.05,7.37,43.47,33.75
piracanjuba,13.52,10.07,3.04,1.33,11.44,7.29,39.8,27.65
pirenopolis,17.39,10.88,4.73,1.71,16.75,8.95,47.04,32.13
pires do rio,10.03,7.64,1.92,0.93,7.27,4.54,37.17,27.44
porangatu,14.7,10.58,2.77,1.39,14,8.35,48.95,36.79
posse,23.52,15.28,7.44,2.02,26.49,14.88,62.93,52.46
quirinopolis,14.38,9.91,2.25,1.29,12.39,6.95,46.91,34.78
santa helena de goias,17.83,12.43,5.34,1.49,18.09,10.7,47.26,36.74
sao luis de montes belos,13.43,9.71,1.58,0.99,10.51,6.02,49.47,35.42
sao miguel do araguaia,18.97,12.35,4.82,1.75,19.54,10.08,53.21,38.06
uruacu,16.14,11.06,3.67,1.43,14.88,8.03,50.19,38.32
de 50.001 a 100.000 ,11.72,7.35,3.31,1.2,11.65,5.97,42.25,29.58
caldas novas,8.29,5.57,2.35,1.11,8.16,4.73,29.26,18.52
catalao,8.75,5.53,1.53,0.97,7.05,3.68,36.49,23.95
cidade ocidental,6.75,5.44,2.62,1.2,6.84,5.02,29,23.93
goianesia,15.34,10.0,3.07,0.98,14.53,7.71,50.09,38.28
itumbiara,12.19,7.85,2.53,0.99,10.8,5.55,39.81,27.29
jatai,11.3,7.14,2.38,0.97,9.96,4.96,39.8,27.39
mineiros,13.39,7.55,2.98,1.1,12.55,5.95,44.28,29.33
novo gama,11.86,6.8,4.05,1.4,13.16,6.2,45.08,32.83
planaltina,15.67,10.08,5.8,1.74,17.43,9.54,52.9,41.58
santo antonio do descoberto,15.73,9.05,4.82,1.49,17.83,8.22,50.72,39.16
senador canedo,11.11,6.54,2.6,1.15,11.25,5.44,48.97,33.91
de 100.001 a 500.000 ,9.94,6.21,2.69,1.06,9.67,5.13,39.42,27.42
aguas lindas de goias,12.76,7.01,5.2,1.43,14.13,7.03,48.45,35.03
anapolis,8.83,5.77,1.76,0.69,7.69,4.09,34.4,23.18
aparecida de goiania,8.71,5.3,2.26,1.03,8.52,4.31,42.53,26.97
formosa,13.45,8.61,3.5,1.26,14.08,7.09,45.91,36.08
luziania,12.03,7.95,3.46,1.19,12.76,6.97,43.05,34.58
rio verde,11.59,6.45,3.14,0.99,10.79,5.43,41.24,26.65
trindade,12.02,8.22,3.17,1.68,11.07,6.55,45.58,30.7
valparaiso de goias,7.42,3.62,2.75,0.87,7.94,3.25,28.96,18.12
mais de 500.000 ,5.18,3.29,1.24,0.67,4.31,2.31,23.26,13.61
goiania,5.18,3.29,1.24,0.67,4.31,2.31,23.26,13.61
