city,total,domestic_regular,domestic_irregular,other_regular,military_and_gov,other_irregular
candido godoi,991,57,105,348,240,241
candiota,1837,58,137,1105,218,318
canela,10841,389,391,7280,582,2199
cangucu,7305,372,673,2759,1041,2461
canoas,89487,3510,3827,57610,7842,16698
capao da canoa,7932,287,471,3623,435,3116
capao do leao,5998,465,476,3528,315,1214
capela de santana,3130,92,121,2113,115,688
capitao,648,6,28,389,128,96
capivari do sul,965,22,71,518,108,246
caraa,1084,38,50,630,58,307
carazinho,16421,875,1288,9016,1576,3667
carlos barbosa,7965,207,225,6344,345,843
carlos gomes,183,15,23,29,4,112
casca,2232,95,133,1506,104,393
caseiros,534,21,90,128,72,223
catuipe,2205,117,224,962,236,666
caxias do sul,122762,4151,4335,90910,5965,17402
centenario,343,15,43,66,84,134
cerrito,1378,42,158,453,258,467
cerro branco,600,12,69,210,130,180
cerro grande,282,0,15,26,166,76
cerro grande do sul,1253,22,54,161,195,821
cerro largo,3249,200,405,1543,394,707
chapada,2006,86,202,1012,335,372
charqueadas,8282,255,589,4217,1056,2164
charrua,485,32,41,204,113,96
chiapetta,945,34,120,326,163,302
chui,1184,11,110,599,34,429
chuvisca,331,3,7,49,57,215
cidreira,1840,63,120,632,438,587
ciriaco,947,22,97,350,90,389
colinas,536,14,36,357,11,119
colorado,747,10,58,411,102,167
condor,1411,33,146,774,173,284
constantina,2294,76,226,983,196,814
coqueiros do sul,348,33,23,161,25,106
coronel barros,416,19,50,158,59,131
coronel bicaco,1898,36,276,554,387,644
cotipora,977,16,32,609,135,185
coxilha,723,6,84,378,50,205
crissiumal,2915,109,188,1485,229,904
cristal,1296,31,137,426,137,565
cristal do sul,335,0,15,72,107,141
cruz alta,18550,1159,1691,8418,2722,4560
cruzeiro do sul,3634,163,169,2510,209,583
david canabarro,812,15,30,425,126,216
derrubadas,444,5,68,76,151,144
dezesseis de novembro,546,14,66,58,157,251
dilermando de aguiar,702,37,67,247,57,294
dois irmaos,10444,199,67,9111,353,714
dois irmaos das missoes,477,0,13,151,165,149
dois lajeados,580,13,29,349,36,153
dom feliciano,1301,44,142,345,193,577
dom pedrito,10627,1070,1059,4744,1451,2302
dom pedro de alcantara,435,6,76,111,53,189
dona francisca,659,41,65,262,212,79
doutor mauricio cardoso,1038,22,139,360,206,311
doutor ricardo,308,24,27,95,58,103
eldorado do sul,7789,681,746,3880,645,1837
encantado,6388,405,347,4509,422,705
encruzilhada do sul,5247,305,481,2428,646,1388
engenho velho,298,12,46,89,62,90
entre rios do sul,654,18,88,243,116,189
entre-ijuis,1824,92,195,766,275,497
erebango,639,31,80,266,132,130
erechim,28507,1209,1824,18767,1917,4789
ernestina,944,33,138,372,81,321
erval grande,927,10,89,266,133,428
erval seco,1337,33,174,387,238,505
esmeralda,784,29,16,490,118,131
esperanca do sul,243,0,30,99,68,46
espumoso,3370,152,343,1391,573,911
estacao,1685,49,124,1099,176,237
estancia velha,13237,323,355,9653,551,2355
esteio,24015,631,878,17325,955,4227
estrela,9164,539,565,6246,842,973
estrela velha,388,0,56,94,96,142
eugenio de castro,725,23,187,139,153,223
fagundes varela,624,11,21,346,87,160
farroupilha,19747,716,504,14507,594,3428
faxinal do soturno,1870,134,211,767,292,465
faxinalzinho,439,7,30,167,74,161
fazenda vilanova,771,1,16,606,18,130
feliz,3812,104,75,2857,292,485
flores da cunha,8538,200,395,5862,261,1821
floriano peixoto,130,4,9,31,35,52
fontoura xavier,1738,25,177,600,318,617
formigueiro,1575,68,180,502,203,621
fortaleza dos valos,1277,79,157,387,255,400
frederico westphalen,7194,356,786,3461,760,1832
garibaldi,9412,259,326,6652,538,1636
garruchos,651,15,56,193,165,222
gaurama,1397,61,141,689,219,288
general camara,1971,39,66,916,330,619
gentil,360,4,27,116,91,123
getulio vargas,4444,232,425,2678,289,821
girua,4074,236,377,1854,586,1021
glorinha,1595,308,321,573,62,330
gramado,10476,485,310,7726,203,1752
gramado dos loureiros,278,0,61,138,9,70
gramado xavier,329,5,29,57,77,162
gravatai,67375,2782,3770,43103,3126,14595
guabiju,362,12,19,126,101,103
guaiba,27304,1328,1617,18023,1588,4748
guapore,6680,266,238,4667,332,1177
guarani das missoes,1717,78,280,532,494,333
harmonia,1053,30,50,851,28,94
herval,1874,100,165,853,189,567
herveiras,238,0,23,54,45,116
horizontina,4866,332,576,2580,452,926
hulha negra,846,3,37,536,107,164
humaita,990,75,80,320,259,256
ibarama,505,14,58,80,135,217
ibiaca,891,30,81,309,201,270
ibiraiaras,1342,14,154,530,191,452
ibirapuita,763,14,72,243,113,321
ibiruba,5148,237,498,2486,288,1639
igrejinha,10868,194,59,8463,457,1695
ijui,20221,1285,1809,10771,1832,4523
ilopolis,805,25,68,267,166,280
imbe,2636,98,131,892,656,859
imigrante,948,20,11,780,9,128
independencia,1458,28,227,522,344,336
inhacora,418,0,58,107,121,132
ipe,1180,34,56,689,100,301
ipiranga do sul,318,6,35,131,102,44
irai,1555,28,166,587,226,548
itaara,1138,157,157,414,182,228
itacurubi,779,14,74,217,218,257
itapuca,351,13,44,81,67,147
itaqui,9885,721,877,4833,1493,1960
itatiba do sul,548,0,90,202,163,94
ivora,366,6,32,156,102,70
ivoti,6385,200,116,5027,141,901
jaboticaba,527,6,75,198,84,165
jacutinga,791,42,71,445,81,152
jaguarao,8053,595,727,3913,881,1938
jaguari,2259,146,209,923,323,658
jaquirana,1171,19,45,465,132,509
jari,521,16,35,167,89,213
joia,1606,82,159,433,422,509
julio de castilhos,4314,277,308,2040,428,1261
lagoa dos tres cantos,351,11,70,167,31,72
lagoa vermelha,8026,272,532,4310,926,1986
lagoao,610,0,68,55,244,243
lajeado,21835,1354,751,16056,833,2841
lajeado do bugre,249,7,41,79,58,64
lavras do sul,2183,139,218,858,506,462
liberato salzano,512,2,26,186,155,143
lindolfo collor,1873,13,0,1663,61,136
linha nova,299,8,5,174,51,62
macambara,1184,22,48,632,159,323
machadinho,1053,14,113,377,154,395
mampituba,392,5,35,46,93,213
manoel viana,1486,42,153,490,325,475
maquine,1189,49,98,390,195,457
marata,589,25,24,369,82,90
marau,9352,212,519,6830,259,1532
marcelino ramos,1171,71,72,655,172,201
mariana pimentel,435,54,37,207,49,89
mariano moro,508,33,56,155,101,162
marques de souza,847,62,58,530,52,145
mata,993,42,120,250,215,367
mato castelhano,486,0,40,246,19,181
mato leitao,913,48,49,569,51,196
maximiliano de almeida,908,51,113,485,86,174
minas do leao,1907,97,130,1059,133,487
miraguai,747,0,50,144,274,280
montauri,118,0,12,70,8,27
monte alegre dos campos,558,0,0,308,55,195
monte belo do sul,403,7,23,203,33,137
montenegro,15437,581,641,10882,1023,2311
mormaco,399,9,63,146,75,105
morrinhos do sul,445,9,33,78,104,221
morro redondo,1270,68,59,587,147,409
morro reuter,2393,33,61,1903,137,259
mostardas,2781,104,180,1295,312,890
mucum,1493,60,72,796,169,397
muitos capoes,713,4,51,403,41,213
muliterno,144,0,7,36,59,41
nao-me-toque,4306,246,408,2496,397,759
nicolau vergueiro,396,3,45,91,150,107
nonoai,2588,79,368,962,308,871
nova alvorada,482,13,40,164,135,130
nova araca,762,31,23,530,69,110
nova bassano,2299,69,119,1651,133,327
nova boa vista,496,8,22,236,51,179
nova brescia,681,49,85,316,90,139
nova candelaria,289,9,13,94,94,78
nova esperanca do sul,1190,14,9,967,108,93
nova hartz,6934,66,64,5090,333,1381
nova padua,423,4,17,196,61,143
nova palma,1169,65,90,538,298,179
nova petropolis,5955,173,170,4500,274,838
nova prata,6156,219,253,4250,542,892
nova ramada,375,4,40,72,94,165
nova roma do sul,535,13,32,350,62,78
nova santa rita,4396,161,230,2520,636,849
novo barreiro,498,0,32,134,65,267
novo cabrais,382,8,65,89,47,174
novo hamburgo,80613,3029,2893,53808,2972,17912
novo machado,470,0,76,114,64,216
novo tiradentes,252,0,17,69,77,89
osorio,10736,571,756,5546,1371,2493
paim filho,744,16,121,254,128,225
palmares do sul,2607,106,157,1144,446,755
palmeira das missoes,8821,434,939,3617,1146,2686
palmitinho,1360,31,158,629,170,372
panambi,9988,469,896,6247,767,1609
pantano grande,3059,162,258,1406,283,950
parai,2020,58,89,1262,85,525
paraiso do sul,1194,30,99,506,106,453
pareci novo,816,42,65,356,70,282
parobe,17781,327,304,12531,909,3710
passa sete,317,0,12,89,51,165
passo do sobrado,876,24,52,348,56,395
passo fundo,49685,2511,3344,31420,3675,8734
paverama,2378,70,48,1584,133,543
pedro osorio,1856,89,149,949,230,439
pejucara,1160,49,148,395,147,421
pelotas,78656,5867,5343,43694,7466,16286
picada cafe,2084,34,5,1667,47,331
pinhal,415,7,77,115,111,106
pinhal grande,672,12,85,176,255,144
pinheirinho do vale,410,9,34,173,83,111
pinheiro machado,3216,178,275,1639,440,684
pirapo,463,13,53,73,129,195
piratini,4107,182,387,2233,462,843
planalto,2022,42,245,817,226,692
poco das antas,437,3,29,282,17,106
pontao,619,3,38,315,115,148
ponte preta,178,0,31,119,10,17
portao,8162,252,395,5524,424,1568
porto alegre,424197,21900,15959,256441,48137,81761
porto lucena,800,39,113,245,181,221
porto maua,468,29,86,145,55,152
porto vera cruz,318,0,44,52,155,68
porto xavier,1981,86,247,584,528,536
pouso novo,309,12,58,102,31,106
presidente lucena,690,0,0,597,24,69
progresso,733,34,60,205,117,316
protasio alves,432,15,31,222,64,100
putinga,746,3,36,296,86,326
quarai,6702,325,606,2833,992,1946
quevedos,434,14,52,96,99,172
quinze de novembro,757,27,53,284,140,253
redentora,1020,39,152,242,197,390
relvado,310,28,38,140,18,85
restinga seca,3549,172,297,2001,202,878
rio dos indios,320,0,35,32,99,154
rio grande,44729,1904,2382,25208,4736,10498
rio pardo,8099,526,519,4336,943,1776
riozinho,1346,15,0,1099,50,182
roca sales,2892,74,45,2343,187,242
rodeio bonito,1369,32,108,557,229,442
rolante,6700,114,105,5631,93,757
ronda alta,1930,63,214,758,249,646
rondinha,1082,70,86,399,240,287
roque gonzales,1151,30,189,350,174,407
rosario do sul,9918,669,848,4399,1208,2794
sagrada familia,252,0,45,74,109,24
saldanha marinho,711,23,102,216,126,243
salto do jacui,2886,80,350,872,436,1149
salvador das missoes,462,10,64,152,135,100
salvador do sul,2300,66,52,1594,232,356
sananduva,3208,129,365,1747,258,709
santa barbara do sul,2691,140,378,1246,381,546
santa clara do sul,1476,36,47,1242,13,137
santa cruz do sul,33235,1423,900,24484,2403,4025
santa maria,66717,4966,4318,35042,11829,10562
santa maria do herval,2182,11,11,1757,225,178
santa rosa,18412,1213,1422,10269,2232,3276
santa tereza,296,10,34,155,56,41
santa vitoria do palmar,8786,418,606,4649,928,2186
santana da boa vista,1334,10,116,424,317,466
santana do livramento,24247,1865,1593,11465,3249,6075
santiago,13140,859,1009,5517,2862,2894
santo angelo,20212,1655,2102,8997,2774,4684
santo antonio da patrulha,11020,444,842,5591,1374,2768
santo antonio das missoes,2661,59,374,711,581,937
santo antonio do palma,395,20,32,215,29,99
santo antonio do planalto,438,8,31,214,84,101
santo augusto,3722,193,476,1516,469,1068
santo cristo,3109,125,251,1663,228,842
santo expedito do sul,279,13,13,80,105,67
sao borja,15965,1038,1858,6975,2167,3928
sao domingos do sul,906,22,51,429,129,275
sao francisco de assis,3881,210,487,1462,464,1258
sao francisco de paula,4895,338,266,2894,251,1146
sao gabriel,15198,1156,1361,6087,2782,3810
sao jeronimo,4668,246,329,2699,495,900
sao joao da urtiga,598,16,65,190,135,193
sao joao do polesine,581,6,58,193,117,207
sao jorge,723,8,50,407,26,232
sao jose das missoes,297,4,17,66,132,79
sao jose do herval,520,3,19,173,114,210
sao jose do hortencio,1162,4,5,914,52,187
sao jose do inhacora,259,5,25,103,48,79
sao jose do norte,4442,76,234,1417,510,2205
sao jose do ouro,1539,48,286,632,203,369
sao jose dos ausentes,729,6,25,327,69,302
sao leopoldo,60514,2567,2752,39028,3465,12702
sao lourenco do sul,7793,671,562,3206,1135,2219
sao luiz gonzaga,9517,619,916,3377,1775,2831
sao marcos,5881,156,157,3803,423,1342
sao martinho,1403,78,133,442,234,515
sao martinho da serra,465,27,39,271,26,103
sao miguel das missoes,1417,22,149,534,210,502
sao nicolau,946,54,96,188,211,397
sao paulo das missoes,858,40,107,253,245,213
sao pedro da serra,941,25,28,738,83,66
sao pedro do butia,477,8,31,125,128,186
sao pedro do sul,3610,146,288,1477,611,1088
sao sebastiao do cai,5638,152,374,3643,278,1190
sao sepe,5855,357,708,2367,811,1611
sao valentim,692,26,82,301,98,186
sao valentim do sul,341,0,14,153,111,63
sao valerio do sul,347,3,21,31,113,180
sao vendelino,534,24,5,417,42,45
sao vicente do sul,1797,118,151,808,247,474
sapiranga,28687,474,425,21979,942,4867
sapucaia do sul,35860,890,1521,24749,1261,7439
sarandi,4953,137,343,3415,334,724
seberi,2142,84,214,612,420,812
sede nova,591,17,64,182,66,261
segredo,984,8,72,104,244,556
selbach,1186,83,91,532,264,215
senador salgado filho,551,28,48,191,122,163
sentinela do sul,875,81,58,303,164,268
serafina correa,3649,65,96,2817,214,458
serio,431,34,63,68,57,209
sertao,1531,38,118,573,348,454
sertao santana,618,40,61,226,55,236
sete de setembro,251,9,41,66,72,63
severiano de almeida,688,25,78,205,207,173
silveira martins,537,23,75,121,134,186
sinimbu,1182,100,65,546,140,331
sobradinho,3406,132,361,1387,560,967
soledade,7622,284,882,3241,1140,2075
tabai,909,5,35,450,82,336
tapejara,4341,146,377,2282,376,1160
tapera,2989,225,322,1419,317,705
tapes,4383,217,435,2155,424,1153
taquara,16780,489,577,11155,858,3700
taquari,7993,351,492,4592,957,1601
taquarucu do sul,434,27,28,168,102,109
tavares,927,14,46,254,164,448
tenente portela,2767,142,372,1001,516,736
terra de areia,2159,17,100,1025,266,751
teutonia,8375,217,153,7113,205,686
tiradentes do sul,697,41,68,134,173,280
toropi,280,13,8,67,106,86
torres,8225,266,483,3884,1318,2274
tramandai,6721,246,438,2665,1033,2339
travesseiro,500,16,23,372,41,48
tres arroios,482,35,52,251,69,76
tres cachoeiras,2127,29,163,1102,128,705
tres coroas,8239,135,156,6147,395,1406
tres de maio,5936,381,627,2980,421,1526
tres forquilhas,526,5,26,164,164,167
tres palmeiras,705,8,100,215,200,182
tres passos,6235,343,691,3304,721,1177
trindade do sul,839,3,119,352,111,255
triunfo,6001,228,276,2599,949,1950
tucunduva,1345,71,121,544,263,346
tunas,382,0,43,68,162,109
tupanci do sul,193,0,11,49,84,50
tupancireta,5008,444,580,2463,417,1104
tupandi,998,20,73,753,55,96
tuparendi,1850,174,235,710,248,483
turucu,825,0,17,529,48,231
ubiretama,250,10,20,24,88,108
uniao da serra,189,0,5,105,41,37
unistalda,423,7,31,126,101,157
uruguaiana,33496,2141,2654,17678,3153,7870
vacaria,18047,685,770,11916,1271,3404
vale do sol,1011,28,61,329,84,509
vale real,1695,29,10,1377,85,194
vale verde,507,5,18,144,102,238
vanini,385,17,6,208,75,80
venancio aires,17127,612,523,12677,885,2431
vera cruz,5371,233,219,3629,435,855
veranopolis,6844,198,187,5364,266,829
vespasiano correa,325,23,10,184,50,57
viadutos,755,25,99,239,186,206
viamao,63407,5643,5139,36268,4817,11540
vicente dutra,782,0,132,129,101,420
victor graeff,921,39,76,476,124,207
vila flores,1135,40,76,612,85,323
vila langaro,317,5,32,51,102,128
vila maria,907,40,59,534,79,196
vila nova do sul,924,8,119,297,109,390
vista alegre,601,21,47,202,104,227
vista alegre do prata,188,0,16,50,44,77
vista gaucha,298,4,55,91,62,87
vitoria das missoes,559,20,89,132,97,221
xangri-la,1966,87,112,825,254,687
