city,2000_responsable_illiterate,2010_responsable_illiterate,2000_inappropriate_residence,2010_inappropriate_residence,2000_responsable_illiterate_and_inappropriate_residence,2010_responsable_illiterate_and_inappropriate_residence
penha,12.58,2.98,0.81,0.19,0.1,0.0
pomerode,2.82,1.83,2.54,0.41,0.39,0.1
porto uniao,8.33,5.57,10.2,4.94,1.38,0.53
rio negrinho,8.45,5.16,5.16,2.86,1.31,0.71
sao francisco do sul,7.9,4.14,2.15,0.21,0.39,0.0
sao joao batista,6.54,3.48,10.87,0.37,1.65,0.18
sao joaquim,13.84,6.26,23.38,12.79,3.39,0.96
sao lourenco do oeste,15.19,7.27,32.58,16.25,7.71,1.83
sao miguel do oeste,11.24,4.85,13.2,2.17,2.36,0.32
sombrio,9.82,4.53,6.93,1.1,1.17,0.3
tijucas,12.6,7.03,5.45,0.44,1.4,0.16
timbo,3.8,2.13,0.45,0.19,0.04,0.0
urussanga,5.57,3.55,7.5,1.85,0.83,0.0
videira,8.47,3.13,8.52,1.64,0.98,0.13
xanxere,12.2,6.39,10.21,9.44,2.39,1.12
xaxim,15.67,6.48,17.97,9.94,3.62,1.02
de 50.001 a 100.000 ,7.68,4.23,6.17,2.49,1.15,0.28
ararangua,8.22,4.24,2.48,2.26,0.58,0.18
biguacu,9.76,4.1,4.66,0.38,0.85,0.02
cacador,14.35,7.88,11.23,5.51,3.07,0.92
camboriu,12.86,4.98,2.08,0.02,0.61,0.0
canoinhas,9.6,5.85,21.33,12.78,2.89,1.08
concordia,6.88,4.0,14.85,4.02,2.45,0.69
gaspar,4.98,2.67,1.75,0.16,0.06,0.0
icara,8.51,4.59,4.58,3.5,0.89,0.68
indaial,5.02,3.07,1.14,0.41,0.12,0.06
laguna,9.06,4.78,7.03,1.32,1.06,0.13
mafra,6.7,3.15,14.64,8.35,1.32,0.4
navegantes,13.3,5.0,2.36,0.3,0.74,0.04
rio do sul,7.36,3.74,2.86,0.41,0.47,0.02
sao bento do sul,5.01,2.38,1.3,0.16,0.27,0.0
tubarao,6.14,2.74,1.39,0.3,0.23,0.07
de 100.001 a 500.000 ,6.77,3.49,1.35,0.46,0.39,0.08
balneario camboriu,5.73,2.18,0.31,0.0,0.06,0.0
blumenau,3.95,2.0,0.33,0.07,0.03,0.01
brusque,5.3,3.1,1.07,0.31,0.29,0.04
chapeco,10.83,4.78,6.24,3.53,2.35,0.62
criciuma,6.83,3.58,0.39,0.12,0.05,0.01
florianopolis,6.42,2.9,0.95,0.08,0.28,0.01
itajai,8.66,3.85,1.08,0.07,0.24,0.0
jaragua do sul,3.31,1.88,1.32,0.21,0.06,0.0
lages,12.41,6.7,2.47,0.49,0.62,0.12
palhoca,8.98,4.62,1.79,0.09,0.73,0.0
sao jose,6.27,3.41,1.26,0.12,0.23,0.01
mais de 500.000 ,-,2.49,-,0.07,-,0.02
joinville,4.54,2.49,0.34,0.07,0.07,0.02
