city,total,regular,military_and_gov,irregular,employers,entrepreneur
sertanopolis,258,274,700,151,1000,320
siqueira campos,200,226,800,151,1000,225
sulina,200,230,350,151,1000,200
tamarana,230,265,280,160,1500,280
tamboara,250,230,600,151,1000,350
tapejara,228,260,650,142,1000,250
tapira,200,230,193,150,1500,200
teixeira soares,200,280,341,151,700,200
telemaco borba,300,350,430,151,2000,330
terra boa,217,228,740,151,1000,300
terra rica,213,258,300,151,1000,300
terra roxa,200,250,316,151,1000,250
tibagi,230,300,360,151,1500,200
tijucas do sul,230,300,550,151,800,250
toledo,300,320,800,151,1300,400
tomazina,160,226,900,150,1500,200
tres barras do parana,200,280,340,130,2000,200
tunas do parana,250,260,340,200,0,400
tuneiras do oeste,187,230,250,150,1500,250
tupassi,250,300,350,150,800,300
turvo,200,250,370,151,1000,151
ubirata,200,284,226,150,1000,300
umuarama,300,300,700,200,1400,300
uniao da vitoria,300,302,650,160,1500,300
uniflor,225,250,220,151,0,350
urai,200,200,156,151,1000,300
ventania,200,240,151,160,2000,200
vera cruz do oeste,200,265,310,150,1500,300
vere,255,300,300,151,1000,300
vila alta,230,290,271,200,120,200
virmond,250,300,270,150,700,250
vitorino,300,300,480,151,500,400
wenceslau braz,200,280,900,151,1500,250
xambre,190,240,700,150,1000,200
