city,2000_responsable_illiterate,2010_responsable_illiterate,2000_inappropriate_residence,2010_inappropriate_residence,2000_responsable_illiterate_and_inappropriate_residence,2010_responsable_illiterate_and_inappropriate_residence
silva jardim,27.81,12.95,18.28,7.22,8.69,1.33
tangua,20.2,8.29,13.16,3.15,4.89,0.86
vassouras,18.92,9.65,10.45,2.81,4.45,1.21
de 50.001 a 100.000 ,15.45,7.41,9.64,3.42,3.16,0.73
barra do pirai,10.78,5.56,7.49,1.38,2.13,0.17
cachoeiras de macacu,20.92,9.88,19.03,6.2,7.75,1.24
guapimirim,17.02,9.37,7.79,4.32,2.63,1.24
itaperuna,15.98,5.66,9.56,5.31,3.45,1
japeri,17.51,8.8,14.92,2.66,3.5,0.56
rio bonito,18.03,7.91,15.32,5.96,6.12,1.83
sao pedro da aldeia,14.9,7,5.26,2.15,1.9,0.35
saquarema,19.47,7.16,16,3.87,5.94,0.77
seropedica,13.99,6.62,5.74,2.32,1.54,0.51
tres rios,13.78,7.3,5.58,2.03,2.07,0.45
valenca,14.06,7.75,10.03,4.3,3.43,0.87
de 100.001 a 500.000 ,11.38,5.59,4.97,1.7,1.48,0.35
angra dos reis,15.65,6.17,1.83,0.66,0.68,0.16
araruama,20.86,9.26,9.96,3.48,4.83,1.02
barra mansa,8.95,3.72,2.67,0.93,0.76,0.14
belford roxo,11.17,5.74,4.43,3.34,0.96,0.45
cabo frio,14.31,7.21,4.82,1.8,1.69,0.45
campos dos goytacazes,16.62,9.27,10.36,2.68,4.17,0.79
itaborai,14.51,6.75,20.71,4.91,4.59,0.87
itaguai,14.17,6.82,4.87,1.25,1.81,0.24
macae,11.27,4.75,3.97,1.39,1.27,0.47
mage,14.87,6.72,10.16,3.86,2.87,0.6
marica,14.21,5.73,17.46,3.45,4.9,0.7
mesquita,-,4.29,-,0.38,-,0.1
nilopolis,5.07,2.46,0.15,0.03,0.03,0.02
niteroi,7.34,3.46,2.45,0.27,0.49,0.04
nova friburgo,11.22,4.66,4.27,0.73,1.6,0.24
petropolis,10.55,4.67,2.27,0.34,0.73,0.11
queimados,13.92,7.01,5.71,1.78,1.49,0.36
resende,11.26,4.57,2.52,0.74,1.2,0.17
rio das ostras,18.31,4.32,5.45,0.35,2.21,0.11
sao joao de meriti,7.66,3.79,0.41,0.41,0.08,0.06
teresopolis,16.5,7.37,7.11,2.65,2.57,0.34
volta redonda,7.39,3.58,0.31,0.11,0.12,0.03
mais de 500.000 ,9.01,4.72,1.86,0.84,0.41,0.12
duque de caxias,11.96,6.27,5.94,2.26,1.35,0.39
nova iguacu,10.26,5.68,3.87,2.28,0.86,0.32
rio de janeiro,8.41,4.49,0.38,0.09,0.09,0.02
sao goncalo,7.97,3.76,4.01,2.71,0.83,0.32
