city,2000_total,2010_total,2000_15_to_24_years,2010_15_to_24_years,2000_25_to_59_years,2010_25_to_59_years,2000_60_to_more_years,2010_60_to_more_years
varzea,16.03,13.3,2.93,2.09,15.77,12.89,35.82,25.77
vista serrana,32.85,25.55,18.37,8.98,34.5,25.97,59.67,50.98
zabele,36.95,22.99,13.48,3.15,40,22.51,63.25,48.77
de 5.001 a 10.000 ,40.65,31.8,20.17,7.37,43.55,33.16,68.79,61.91
agua branca,38.47,26.36,17.25,4.13,42.56,29.04,63.33,55.23
aguiar,45.44,37.65,19.67,10.51,49.71,38.26,77.08,66.06
alcantil,33.79,30.6,15.08,6.52,33.41,31.16,63.11,62.62
aparecida,37.2,29.29,15.25,4.18,40.55,29.67,61.38,56.45
areial,31.17,26.65,9.41,2.71,32.19,25.23,63.86,58.95
baia da traicao,36.66,25.19,17.97,4.65,41.29,27.17,67.98,63.64
barra de santana,40.05,30.8,18.67,7.29,40.97,30.94,70.59,58.5
barra de sao miguel,30.88,23.61,17.13,7.29,30.91,26.31,50.54,38.41
belem do brejo do cruz,46.72,38.15,26,10.27,49.94,40.2,73.59,69.16
boa ventura,37.39,29.33,20.77,7.26,41.6,32.27,65.11,53.99
boa vista,21.69,16.01,9.09,2.22,21.59,16.23,42.76,37.27
bom sucesso,35.91,30.94,11.15,6.9,37.87,28.58,67.27,59.03
borborema,44.37,32.56,23.5,8.87,46.74,31.63,74.66,66.67
brejo dos santos,38.27,28.37,17.43,6.38,39.31,27.43,67.85,58.21
cabaceiras,19.7,18.04,5.97,3.49,21.85,18.09,35.33,35.54
cachoeira dos indios,37.79,27.33,14.08,5.81,41.81,27.93,65.25,54.7
cacimbas,51.08,36.11,28.75,5.83,57.03,43.16,75.75,71.66
caicara,41.09,34.16,18.74,8.75,42.23,34.07,73.13,68.37
caldas brandao,45.79,35.88,23.86,8.36,47.05,37.38,77.68,70.83
camalau,40.12,29.73,18.66,5.48,41.23,30.63,65.14,55.74
capim,56.64,39.85,39.73,13.01,60.07,44.18,84.57,76.17
casserengue,56.95,41.06,31.52,9.22,62.12,44.25,84.69,78.39
condado,36.72,29.61,16.98,6.28,38.29,29.2,66.84,56.82
cubati,35.75,27.75,16.08,6.65,36.46,27.65,64.5,57.88
cuite de mamanguape,49.71,41.21,29.35,12.09,51.94,44.38,78.57,72.13
cuitegi,45.43,34.36,21.71,7.75,48.37,34.77,78.62,71.85
curral de cima,55.27,40.5,31.22,10.38,59.86,43.87,79.67,73.26
desterro,36.61,25.49,15.25,3.89,41.61,25.89,62.74,54.27
diamante,37.68,30.3,16.87,9.53,42.86,30.59,69.73,66.5
gado bravo,41.91,32.83,24.85,7.93,44.05,35.91,65.95,61.57
ibiara,44.35,37.98,24.88,9.99,48.55,39.43,66.14,65.67
igaracy,36.69,32.19,12.77,6.85,40.1,32.73,69.78,64.88
jerico,37.15,28.8,16.63,8.16,38.55,27.93,67.55,57.37
juarez tavora,46.21,35.85,26.13,8.68,47.47,37.2,76.52,69.67
junco do serido,31.95,21.71,15.59,5.49,32.89,22.1,62.58,46.58
juru,40.37,33.41,18.03,6.92,45.37,36.98,72.94,65.46
lagoa de dentro,41.72,31.9,20.97,6.93,39.8,31.96,71.47,61.07
livramento,30.59,23.13,11.95,4.53,33.44,22.51,54.37,49.44
malta,36.81,27.97,15,5.57,37.29,27.48,65.7,54.95
marcacao,49.99,33.33,32.35,10.55,52.64,38.14,80.84,68.06
marizopolis,37.4,27.07,16.53,5.49,40.25,26.65,67.03,57.52
mataraca,37.85,27.14,18.18,6.08,42.6,30.19,74.02,64.2
matureia,40.31,28.13,19.94,3.59,46.04,30.93,64.48,60.51
mulungu,44.56,35.24,24.77,10.69,46.05,35.12,72.04,68.03
nazarezinho,38.85,31.5,19.96,5.51,41.99,32.37,65.66,59.16
nova olinda,37.95,31.75,18.06,6.86,44.41,34.77,68.88,67.62
olho d'agua,40.24,33.58,21.51,7.35,45.93,39.11,65.3,58.48
pedra lavrada,35.6,27.76,15.62,5.29,38.25,28.11,62.26,55.89
pedro regis,52.21,42.86,27.84,11.71,54.71,44.08,80.15,75.92
piloes,45.87,36.17,23.59,9.3,50.74,39.13,79.71,74.18
piloezinhos,50.27,33.23,29.74,7.59,54.11,35.83,79.62,65.89
riacho dos cavalos,42.86,32.64,24.48,7.92,47.14,37.19,65.46,58.39
santa cecilia,50.29,35.61,31.11,8.4,55.07,37.94,73.76,70.62
santa cruz,30.43,28.18,8.82,4.16,32.48,26.24,56.91,52.49
santa helena,35.09,26.11,13.16,5.56,37.51,23.95,62.05,51.93
santana de mangueira,46.11,36.29,24.79,8.79,53.91,40.79,73.85,68.36
santana dos garrotes,35.83,35.17,15.31,7.04,39.43,37.63,62.9,63.78
sao jose da lagoa tapada,49.55,42.35,25.26,8.02,54.61,45.78,74.71,72.21
sao jose de caiana,42.62,32.19,27.83,8.94,45.95,36.99,77.18,66.09
sao jose dos ramos,53.01,38.36,31.29,7.93,57.54,41.59,81.85,74.85
sao mamede,29.64,24.75,11.18,5.01,29.84,23.26,56.14,46.21
sao miguel de taipu,46.38,40.92,22.91,13.33,51.19,43.48,75.7,80.63
serra redonda,40.04,31.9,21.43,7.3,38.23,31.67,66.67,60.57
serraria,44.67,41.2,21.54,12.58,48.69,42.09,68.55,74.57
sobrado,44.81,33.3,19.22,6.76,48.94,35.03,78.44,71.57
triunfo,37.84,28.54,17.28,7.35,40.85,28.46,62.29,58.19
umbuzeiro,47.77,35.17,26.58,10.25,50.27,37.06,73.98,65.09
vieiropolis,42.85,37.93,13.47,4.36,51,40.38,66.55,65.37
de 10.001 a 20.000 ,39.17,30.58,19.67,7.27,41.41,31.43,67.48,60.97
alagoa nova,39.15,28.54,20.54,6.07,39.72,28.85,68.42,60.08
alagoinha,43.53,35.29,20.22,7.1,47.27,38.16,75.52,70.75
alhandra,38.13,26.27,19.84,7.09,42.04,28.21,75.97,61.49
aracagi,44.43,38.6,20.61,10.83,46.91,39.91,74.7,70.46
arara,49.47,38.52,23.81,9.1,50.19,37.26,76.7,69.42
araruna,48.19,39.54,30.61,12.8,49.84,42.48,73.37,71.29
aroeiras,44.1,35.73,25.66,8.82,44.83,38.14,68.98,63.6
barra de santa rosa,42.58,37.21,21.71,7.13,45.49,39.01,70.38,70.52
belem,44,34.08,22.55,7.35,43.82,32.4,76.61,68.76
bonito de santa fe,36.89,29.26,19.66,9.26,40.56,30.5,61.55,60.41
boqueirao,33.44,24.08,17.92,5.25,34.42,25.44,59.07,48.65
brejo do cruz,38.79,31.58,22.44,10.4,41.35,33.95,59.55,58.08
cacimba de dentro,49.74,38.84,26.21,7.35,53.19,41.21,76.21,72.26
campo de santana,46.6,30.76,21.75,6.52,49.53,29.52,79.02,67.88
conceicao,41.15,32.72,24.62,9.49,45.2,35.27,64.24,60.61
coremas,41.45,33.41,23.94,8.59,44.21,35.91,66.57,58.81
cruz do espirito santo,43.65,33.05,23.79,8.84,48.41,35.9,76.39,67.68
cuite,40.62,31.72,17.66,5.93,42.75,31.4,66.87,64.35
dona ines,48.39,39.32,23.68,5.78,52.92,42.66,75.63,74.61
fagundes,42.23,32.24,21.52,7.81,44.2,34.45,68.98,58.48
gurinhem,48.04,37.78,27.28,9.41,50.66,39.48,78.52,72.24
imaculada,37,30.75,17.82,7.06,42.99,33.25,65.27,68.29
inga,42.97,36.42,23.6,10.08,44.34,37.98,71.84,66.44
itapororoca,49.65,33.62,30.18,8.6,51.21,35.01,79.18,65.97
itatuba,47.58,38.07,27.04,12.27,51.53,42.22,73.23,66.05
jacarau,46.05,32.93,24.88,6.72,48.31,33.41,74.02,65.52
juazeirinho,33.55,26.01,16.99,6.52,35.61,27.16,63.67,57.49
juripiranga,46.58,34.34,24.92,10.91,48.58,33.49,77.48,70.52
lucena,34.5,25.32,17.98,6.2,39.01,27.53,65.42,55.57
manaira,44.44,35.01,24.15,11.98,49.36,37.87,72.59,67.06
massaranduba,43.47,30.75,19.53,5.48,44.31,30.22,74.32,65.52
mogeiro,43.46,32.28,23.17,7.03,46.67,34.24,74.14,66.23
natuba,51.2,38.67,30.81,11.19,54.95,42.76,77.23,70.11
nova floresta,32.31,28.62,12.24,5.81,32.52,26.84,60.94,61.99
paulista,41.88,32.2,22.13,7.25,45.09,34.66,68.66,59.67
pianco,35.87,29.26,16.96,6.25,37.83,29.77,65.31,58.31
picui,34.96,24.66,13.79,4.46,36.95,24.36,62.18,51.7
pilar,40.1,31.64,21.03,9.03,41.07,31.93,73.6,65.63
pirpirituba,37.85,29.9,15.37,5.74,38.61,30.55,70.62,62.75
pitimbu,38.45,27.59,22.62,9.21,42.98,30.06,69.08,58.33
pocinhos,34.12,25.15,13.82,4.09,37.12,24.41,60.4,56.18
puxinana,28.13,21.59,9.12,2.92,29.69,20.78,57.66,52.28
remigio,38.72,30.7,17.03,6.78,38.84,29.49,69.7,64.24
salgado de sao felix,43.8,36.87,21.44,11.17,44.81,36.27,70.72,65.6
santa luzia,26.22,20.02,12.15,5.24,26.42,19.04,48.75,40.4
sao joao do rio do peixe,34.19,27.83,13.73,6.07,36.38,26.69,63.12,54.99
sao jose de piranhas,35.18,25.03,16.97,4.54,37.96,26.19,59.23,50.82
sao sebastiao de lagoa de roca,35.1,26.02,13.66,3.05,36.34,24.9,68.55,58.31
serido,34.72,22.86,14.99,4.93,38.72,24.53,64.61,53.87
serra branca,27.01,19.85,9.57,3.83,25.48,18.15,51.02,39.25
soledade,27.49,20.08,13.73,4.01,28.39,19.7,50.57,43.74
sume,30.08,25.49,12.02,5.82,30.93,24.53,54.57,50.14
taperoa,34.14,28.22,14.7,6.78,36.7,28.38,57.76,55.95
tavares,39.72,30.95,18.75,4.53,44.28,33.97,69.81,65.42
teixeira,31.37,23.97,16.1,5.22,34.5,26.3,52.91,49.19
uirauna,34.33,26.73,14.57,5.74,35.87,26.2,61.23,52.75
de 20.001 a 50.000 ,35.72,27.6,18.83,6.62,36.64,27.99,65.03,58.41
alagoa grande,45.62,34.7,26.61,7.85,46.29,35.41,73.62,67.39
areia,38.97,29.96,18.68,5.8,41.86,30.79,70.1,64.59
bananeiras,46.88,35.43,26.21,8.49,49.17,36.42,75.23,69.39
caapora,33.24,23.86,16.22,6.26,37.01,25.44,71.99,61.1
catole do rocha,29.61,23.14,10.87,4.16,31.54,22.92,59.83,51.69
conde,37.69,23.17,20.02,6.55,42.69,24.96,69.52,55.51
esperanca,33.46,26.04,17.07,5.23,34.05,25.7,60.33,55.05
itabaiana,35.72,27.46,18.97,7.94,34.72,26.8,64.71,54.81
itaporanga,29.65,22.84,14.28,6.82,31.67,22.34,58.43,52.49
lagoa seca,30.79,21.26,13.53,4.32,31.7,20.33,61.66,50.71
mamanguape,38.33,27.9,24.53,8.27,39.02,29.86,66.2,57.15
mari,46.76,35.54,24.95,7.62,48.55,35.9,75.71,68.44
monteiro,35.52,27.38,16.91,5.6,36.7,27.64,59.66,53.21
pedras de fogo,44.88,30.27,24.92,7.69,48.05,30.77,79.79,69.12
pombal,31.81,26.08,14.75,4.77,32.97,26.01,56.13,52.07
princesa isabel,32.79,25.33,13.85,4.56,34.92,25.62,64.42,59.22
queimadas,32.32,22.56,14.52,4.81,32.03,21.59,65.4,54.03
rio tinto,33.72,26.59,18.35,8.51,33.1,26.32,61.26,54.39
sao bento,38.48,33.59,23.92,9.98,42.18,37.51,63.25,64.27
solanea,42.88,31.21,22.58,7.64,44.2,30.25,73.64,61.84
de 50.001 a 100.000 ,25.59,19.22,11.42,4.55,25.81,18.25,56.19,47.41
bayeux,21.29,15.49,10.15,3.76,21.35,14.72,53.06,43.32
cabedelo,16.35,10.7,8.28,2.99,16.82,11.02,37.55,24.7
cajazeiras,27.25,19.45,11.58,4.21,27.84,17.88,54.82,47.35
guarabira,28.96,20.25,12.08,4.43,27.82,18.41,63.52,51.49
sape,39.77,30.8,21.93,8.37,41.3,30.96,71.24,63.73
sousa,28.21,22.53,11.16,4.64,30.29,21.49,57.1,50.5
de 100.001 a 500.000 ,20.04,14.52,9.56,3.6,19.66,13.63,46.17,36.94
campina grande,17.12,11.68,7.53,2.61,16.43,10.64,41.48,31.22
patos,24.94,18.46,12.35,5.23,24.76,17.43,53.96,44.55
santa rita,29.31,20.61,15.59,5.46,29.98,20.27,63.17,50.62
mais de 500.000 ,12.33,8.11,5.78,2.06,12.39,7.71,28.98,20.76
joao pessoa,12.33,8.11,5.78,2.06,12.39,7.71,28.98,20.76
