city,total,main_regular,main_irregular,other_regular,other_irregular
riachuelo,2084.40211191,746.16831088,1338.23380103,746.16831088,1338.23380103
rio do fogo,3383.15399982,1341.92525132,2041.2287485,1345.77226379,2037.38173603
rodolfo fernandes,1514.2418902,527.48981664,986.75207356,527.48981664,986.75207356
ruy barbosa,1203.99197035,395.09642291,808.89554744,398.35887488,805.63309547
santa cruz,13501.85564668,5374.34135941,8127.51428727,5401.78050459,8100.07514209
santa maria,1430.49926436,544.01258364,886.48668072,544.01258364,886.48668072
santana do matos,4788.05613849,1270.66364211,3517.39249638,1270.66364211,3517.39249638
santana do serido,1198.67334107,411.4946076,787.17873347,411.4946076,787.17873347
santo antonio,7928.89522778,2726.69989015,5202.19533763,2726.69989015,5202.19533763
sao bento do norte,766.59548427,221.44568139,545.14980288,221.44568139,545.14980288
sao bento do trairi,1061.18405879,450.7834471,610.40061169,450.7834471,610.40061169
sao fernando,1084.25894864,488.79614859,595.46280005,488.79614859,595.46280005
sao francisco do oeste,1518.7365822,517.42685303,1001.30972917,517.42685303,1001.30972917
sao goncalo do amarante,33323.46916339,21860.18142042,11463.28774297,21881.76098784,11441.70817556
sao joao do sabugi,2441.87457659,1139.86668775,1302.00788884,1146.2360972,1295.63847939
sao jose de mipibu,12827.81670936,5347.04418842,7480.77252094,5353.0095893,7474.80712005
sao jose do campestre,4040.0865058,1273.41377095,2766.67273485,1278.96799741,2761.11850839
sao jose do serido,1830.51081899,780.28733658,1050.22348241,799.91363732,1030.59718164
sao miguel,7968.06513243,1826.81146778,6141.25366465,1849.02519196,6119.03994048
sao miguel do gostoso,3395.34071327,914.03517111,2481.30554216,925.87317366,2469.46753961
sao paulo do potengi,5603.76394216,2442.91474426,3160.8491979,2453.67115134,3150.09279083
sao pedro,1755.39558347,648.61692992,1106.77865355,648.61692992,1106.77865355
sao rafael,2593.92627393,720.1281234,1873.79815053,732.87454004,1861.05173389
sao tome,3830.89934293,1151.03405477,2679.86528816,1151.03405477,2679.86528816
