city,2000_responsable_illiterate,2010_responsable_illiterate,2000_inappropriate_residence,2010_inappropriate_residence,2000_responsable_illiterate_and_inappropriate_residence,2010_responsable_illiterate_and_inappropriate_residence
carlinda,22.44,14.01,71.07,50.58,17.28,8.85
chapada dos guimaraes,26.34,13.0,43.65,25.34,16.84,4.83
claudia,17.71,10.33,20.27,26.05,5.37,2.79
comodoro,27.29,15.21,39.27,32.97,17.1,9.07
cotriguacu,23.37,9.48,62.95,63.01,19.01,7.06
feliz natal,29.76,17.1,55.32,31.02,19.55,11.1
guiratinga,21.11,11.08,10.59,6.15,1.69,0.56
itiquira,15.44,6.26,23.28,19.82,3.6,0.7
jauru,25.83,12.95,53.2,30.03,16.22,3.93
juruena,16.56,6.96,28.97,34.01,6.81,2.74
juscimeira,25.29,13.97,26.23,18.04,7.65,2.78
marcelandia,18.85,12.15,49.09,21.13,13.33,4.53
matupa,19.53,12.57,26.85,19.42,10.78,4.46
nobres,24.34,12.42,19.1,11.81,6.77,1.89
nossa senhora do livramento,46.84,25.29,74.27,46.0,40.76,15.14
nova bandeirantes,18.61,8.08,67.61,41.78,15.14,3.12
nova canaa do norte,20.89,10.18,54.17,36.08,13.43,4.44
nova olimpia,28.41,15.72,6.72,6.82,2.04,1.47
nova xavantina,18.8,8.52,23.61,19.31,4.76,3.13
paranaita,25.04,13.48,50.63,41.99,16.56,5.08
paranatinga,24.34,11.3,30.55,14.18,7.45,2.28
pedra preta,22.18,10.13,18.55,21.72,4.53,2.36
porto alegre do norte,25.89,11.63,61.63,24.05,19.61,5.21
porto esperidiao,31.33,16.23,56.71,45.54,19.79,7.12
poxoreo,24.75,14.26,26.32,20.64,6.86,4.34
querencia,27.5,17.93,53.91,35.99,20.67,12.5
rosario oeste,33.03,21.38,42.62,31.84,17.56,9.06
santo antonio do leverger,29.16,17.17,55.44,43.6,21.59,9.21
sao felix do araguaia,22.68,15.1,45.15,43.34,16.01,9.97
sao jose do rio claro,27.6,14.21,14.2,13.0,5.48,2.72
sao jose dos quatro marcos,17.91,6.67,11.62,18.24,3.03,1.89
sapezal,10.94,7.35,21.79,6.45,1.6,0.86
tapurah,12.73,8.79,31.08,17.81,4.03,0.8
terra nova do norte,15.69,10.09,52.7,33.88,8.91,4.39
vera,21.11,7.76,13.55,29.47,4.91,1.03
vila bela da santissima trindade,26.23,9.77,69.16,50.77,21.83,6.64
de 20.001 a 50.000 ,20.1,10.97,27.45,18.71,7.71,3.35
agua boa,15.4,8.94,30.76,16.98,7.15,3.79
alta floresta,17.27,8.91,26.65,14.02,6.26,1.84
barra do bugres,28.06,17.54,25.45,14.67,9.4,3.05
campo novo do parecis,12.13,9.02,13.24,6.65,1.96,0.77
campo verde,14.19,6.92,23.28,14.93,3.8,0.94
colider,15.27,7.35,30.14,16.36,6.55,1.81
colniza,-,11.51,-,48.98,-,6.8
confresa,27.57,11.94,77.59,33.1,23.35,4.54
diamantino,15.76,7.83,25.97,16.36,5.6,1.44
guaranta do norte,16.3,9.46,32.94,24.66,6.73,3.78
jaciara,14.66,9.07,8.7,5.14,1.72,0.67
juara,20.24,9.67,33.4,23.01,9.07,3.3
juina,18.95,13.35,36.09,20.75,9.02,7.31
lucas do rio verde,11.84,4.51,16.06,6.42,1.29,0.36
mirassol d'oeste,19.52,11.58,22.32,14.99,5.52,1.87
nova mutum,10.69,5.13,25.31,12.63,3.48,0.93
peixoto de azevedo,31.86,23.29,20.7,34.45,9.43,11.97
pocone,33.85,21.68,30.84,22.53,14.47,7.21
pontes e lacerda,21.38,10.47,34.3,13.77,9.66,1.77
vila rica,22.98,12.21,34.1,19.31,7.8,3.13
de 50.001 a 100.000 ,17.18,8.78,18.6,9.61,5.52,1.88
barra do garcas,10.73,9.0,12.13,20.39,1.88,4.47
caceres,24.33,12.33,27.4,11.96,10.51,2.64
primavera do leste,8.52,4.76,7.43,2.8,0.82,0.14
sorriso,13.25,6.74,12.11,7.08,1.45,0.48
tangara da serra,16.66,8.97,8.23,6.82,2.88,1.75
de 100.001 a 500.000 ,11.41,6.58,4.56,2.66,1.12,0.42
rondonopolis,13.21,6.49,4.87,2.29,1,0.34
sinop,13.76,5.66,20.05,4.38,4.18,0.51
varzea grande,13.13,7.05,5.65,2.17,1.67,0.44
mais de 500.000 ,-,5.22,-,1.14,-,0.21
cuiaba,9.98,5.22,3.91,1.14,0.87,0.21
