city,total,regular,military_and_gov,irregular,entrepreneur,employers
bento de abreu,1110.8,1086.79,1894.44,428.45,1935.42,15000
bernardino de campos,961.21,828.58,1784.7,585.05,1144.16,4140.39
bertioga,1103.82,1039.65,2360.04,667.65,1206.69,3827.37
bilac,1053.57,875.74,1989.98,612.05,1261.03,2548.16
birigui,1089.83,921.96,1655.2,760.63,1312.39,3423.49
biritiba-mirim,987.95,920.03,1907.34,529.14,1313.53,3318.35
boa esperanca do sul,965.57,895.2,1270.92,693.61,1347.61,2453.97
bocaina,1085.35,998.25,1547.58,663.54,1417.29,3843
bofete,948.27,899.83,2053.88,610.85,1138.56,3747.81
boituva,1354.52,1146.11,1459.32,793.53,1682.84,5148.84
bom jesus dos perdoes,1070.91,1089.53,1343.18,681.62,1198.51,3333.19
bom sucesso de itarare,676.29,752.89,1003.59,373.05,823.59,1693.91
bora,926.98,986.77,-,541.69,838.6,677.5
boraceia,1089.17,951.12,2115.5,647.12,1541.48,6488.79
borborema,930.72,832.4,1569.58,602.59,1203.72,2378.65
borebi,864.3,804.62,1896.05,735.64,1021.79,5375.13
botucatu,1461.65,1308.46,3320.76,849.31,1465.2,3528.44
braganca paulista,1489.66,1338.48,3436.39,868.89,1819.3,4617.6
brauna,1008.11,945.59,1518.88,548.59,1497.17,4057.54
brejo alegre,968.59,836.35,1880.04,640.42,1013.11,9243.67
brodowski,1204.72,1108.98,1685.24,795.79,1566.64,3122.26
brotas,1092.18,1040.28,2364,653.65,1500.33,2434.99
buri,848.76,811.55,1519.86,521.27,1117.86,3465.71
buritama,1126.82,1012.35,1579.14,672.38,1430.94,2751.09
buritizal,1192.15,1226.52,1574.13,552.38,1545.87,3015.77
cabralia paulista,865.07,776.76,1540.82,610.94,1132.35,3010.07
cabreuva,1149.67,1050.27,1579.19,891.14,1567.06,3308.4
cacapava,1395.83,1396.7,2459.26,730.14,1405.24,4641.54
cachoeira paulista,1073.33,1055.44,2695.88,764.24,1068.07,2031.08
caconde,923.95,835.3,1894.74,542.62,954.61,5787.57
cafelandia,1030.12,946.84,1952.73,622.5,1350.28,3655.97
caiabu,983.06,920.34,1466.5,421.92,2157.27,1779.88
caieiras,1319.74,1265.11,2408.56,824.54,1341.32,4389.54
caiua,922.92,937.47,1227.64,636.2,837.94,6708.05
cajamar,1163.03,1099.7,1541.76,901.45,1482.71,5263.43
cajati,961.09,1023.37,1483.25,560.82,925.71,4305.49
cajobi,950.12,912.71,1562.79,641.73,1274.06,2580.74
cajuru,979.23,946.16,2371.2,612.01,1159.15,2557.46
campina do monte alegre,871.13,785.43,1875.06,502.02,1271.56,2026.96
campinas,1979.21,1777.74,3997.97,1184.95,2226.47,5737.3
campo limpo paulista,1231.22,1192.67,1797.19,862.2,1473.59,2841.42
campos do jordao,1373.27,958.57,2929.41,665.25,1247.12,24072.37
campos novos paulista,866.28,867.35,1192.4,560.7,1008.31,3038.28
cananeia,928.66,901.67,1732.26,628.3,853.11,3927.3
canas,774.87,840.15,993.48,425.91,838.86,3284.74
candido mota,1017.15,1001.69,1490.26,583.6,1237.73,2728.39
candido rodrigues,1102.77,924.25,1127.83,665.76,1686.16,3040.26
canitar,848.23,882.45,1900,408.47,1217.21,2284.3
capao bonito,911.53,958.55,1605.68,489.05,1099.49,2792.16
capela do alto,852.59,897.94,1277.31,538.94,964.13,2526.05
capivari,1129.47,1041.74,1502.86,677.7,1444.89,3193.75
caraguatatuba,1171.81,1124.83,1855.98,845.68,1160.9,3659.03
carapicuiba,1196.8,1154.85,1687.71,815.94,1568.61,4522.77
cardoso,950.66,893.2,1729.1,610.75,1331.18,1958.8
casa branca,1068.46,1000.06,1892.24,597.42,1204.95,2878.6
cassia dos coqueiros,774.08,748.36,1423.65,555.69,1035.28,1300.84
castilho,1043.97,1113.24,2132.11,497.76,1020.69,2622.54
catanduva,1337.21,1152.02,2039.97,719.86,1671.39,4201.88
catigua,1103.83,1103.27,1249.78,612.13,1363.37,4335.52
cedral,1224.68,1130.17,2224.41,876.48,1295.7,4382.3
cerqueira cesar,1070.02,993.67,1692.15,623.72,1329.41,2346.37
cerquilho,1244.81,1087.2,2274.87,797.87,1535.28,3722.74
cesario lange,1005.27,991.88,1728.13,602.09,1155.9,4649.58
charqueada,1143.42,1111.93,1956.4,710.75,1298.47,3242.45
chavantes,992.02,933.66,1712.34,543.37,1064.54,4202.1
clementina,1009.07,1043.67,1276.97,649.89,1177.1,1374.2
colina,1110.82,975.54,1727.94,708.08,1320.83,4710.05
colombia,1013.02,970.21,1033.39,636.91,1253.07,6062.73
conchal,1020.58,942.63,1403.17,677.12,1352.91,4328.14
conchas,1165.19,1042.43,1962.87,586.07,1287.15,4463.59
cordeiropolis,1327.22,1312.96,1546.01,826.99,1521.75,2766.52
coroados,933.21,880.93,2393.47,580.05,1298.72,1907.86
coronel macedo,834.52,828,1152.78,470.91,1064.76,4474.8
corumbatai,1030.54,956.51,1030.76,648.08,1334.97,2946.81
cosmopolis,1446.32,1470.07,1569.36,831.36,1636.9,2961.74
cosmorama,956.82,886.62,1132.4,626.98,1346.28,3086.56
cotia,1704.35,1548.41,2492.51,987.4,1996.07,5542.16
cravinhos,1175.99,1110.38,1371.49,692.41,1414.37,3810.98
cristais paulista,1007.29,900.36,1339.78,685.88,1504.56,2434.54
cruzalia,1009.38,914.66,1563.23,566.4,2300.52,626.81
cruzeiro,1231.3,1246.45,2910.01,604.8,1063.2,3654.63
cubatao,1186.61,1191.3,1925.26,658.57,1224.45,4228.2
cunha,787.49,796.19,1483.09,410.26,916.36,3918.9
descalvado,1194.48,1106.8,3100.93,600.43,1499.71,2827.97
diadema,1131.94,1121.02,1736.98,785.49,1291.85,3843.69
dirce reis,876.75,829.79,1208.32,503.75,1321.58,-
divinolandia,934.98,857.4,1360.01,564.57,1268.65,1909.75
dobrada,968.38,940.45,1662.76,662.88,1407.11,1795.5
dois corregos,1172.78,1013.82,2270.26,649.73,1658.89,5716.54
dolcinopolis,861.61,863.05,1643.73,489.64,1214.01,1574.73
dourado,1006.99,1038.84,1401.52,533.94,972.19,2543.65
dracena,1206.99,1031.16,2502.74,658.99,1422.24,3000.42
duartina,1032.29,936.86,2105.01,568.72,1403.69,3031.89
dumont,1121.89,1117.81,1751.3,709.39,1457.3,2699.01
echapora,981.52,842.48,1312.16,543.18,1118.81,5523.6
eldorado,832.1,808.48,1908.02,514.69,969.16,4357.7
elias fausto,1032.7,1047.24,2142.07,582.43,1314.81,3125.26
elisiario,1016.59,1063.06,1024.84,408.45,1454.35,2000
embauba,1048.01,952.25,1041.03,857.45,1698.83,3051.33
embu das artes,1064.23,1017.9,1669.51,724.4,1345.45,7751.16
embu-guacu,1212.76,1068.1,1536.6,646.28,1729.04,4498.18
emilianopolis,839.64,884.27,1443.57,434.65,1020.43,3260.97
engenheiro coelho,1111.51,973.78,1312.36,1000.92,1634.81,2874.07
espirito santo do pinhal,1251.24,1127.18,2351.57,631.15,1475.92,6123.87
espirito santo do turvo,860.72,844.38,1496.9,570.26,1045.37,2400.32
estiva gerbi,1056.94,1073.32,3904.02,598.19,1394.94,2150.68
estrela do norte,1156.01,1034.54,998.13,619.05,2534.72,3341.92
estrela d'oeste,1021.01,928.99,1697.15,649.57,1274.81,3789.63
euclides da cunha paulista,914.17,963.8,1194.1,480.94,812.44,3044.31
fartura,890.59,847,1640.01,525.94,1027.93,2651.21
fernando prestes,1106.04,927.66,1295.73,714.89,1617.04,3000.94
fernandopolis,1236.93,1032.54,2235.01,692.81,1603.72,3568.74
fernao,787.21,677.78,882.76,453.6,1014.64,3218.82
ferraz de vasconcelos,965.15,985.45,1639.41,679.36,1005.4,2463.2
flora rica,824.68,926.86,2012.22,513.04,764.75,-
floreal,933.1,918.76,1097.23,510.32,1229.92,3033.91
florida paulista,1007.39,1052.87,1983.97,396.88,1101.96,3918.55
florinia,961.73,904.23,1119.33,529.17,946.42,4853.12
franca,1229.41,1098.88,2613.01,757.11,1421.6,3759.04
francisco morato,887.61,906.8,1447.64,667.3,901.77,1926.18
franco da rocha,1064.04,1039,1650.3,740.46,1174.7,2495.94
gabriel monteiro,886.64,873.64,1399.43,501.1,995.84,1885.07
galia,837.53,784.95,1154.28,597.48,880.82,3611.53
garca,1095.54,951.2,1741.54,638.24,1260.25,3752.76
gastao vidigal,1057.28,941.94,1467,547.83,2369.08,2366.97
gaviao peixoto,924.66,935.91,802.58,616.16,1046.42,3311.24
general salgado,1122.66,962.68,2063.98,534.61,1426.25,3067.29
getulina,967.42,891.27,1868.89,472.14,1218.58,2782.66
glicerio,953.29,821.47,1953.29,771.38,1219.22,3553.46
guaicara,964.74,945.12,1343.68,621.35,1141.89,2576.14
guaimbe,878.57,804.14,1179.41,483.07,1132.13,3438.79
guaira,1309.62,1180.99,1586.01,610.73,2079.64,4240.89
guapiacu,1122.06,1029.44,1463.04,732.11,1493.38,3280.99
guapiara,811.45,748.49,1202.62,443.76,974.83,9301.61
guara,1064.68,1044.79,1825.81,528.49,1507.7,3127.15
guaracai,946.38,885.19,1612.26,572.04,1116,2576.34
guaraci,938.32,922.96,1271.46,530.25,1119.37,5396
guarani d'oeste,876.7,846.27,1342.24,672.02,904.2,2557.07
guaranta,1013.22,798.72,1536.18,538.08,1028.68,10312.44
guararapes,1063.1,1012.38,2027.16,625.61,1206.47,2946.41
guararema,1178.09,1160.6,1753.32,721.85,1328.71,3170.24
guaratingueta,1382.73,1211.29,2839.21,620.7,1424.72,4826.21
guarei,790.16,823.29,1524.26,430.15,1155.86,3411.19
guariba,1207.09,1186.15,1677.71,628.36,1282.45,5474.06
guaruja,1186.71,1218.72,2072.58,718.26,1259.04,3892.86
guarulhos,1367,1286.51,2363.55,799.53,1602.53,5952.89
guatapara,1102.57,955.75,1954.95,561.8,1324.17,12234.77
guzolandia,813.2,750.3,2147.05,644.96,882.21,2859.51
herculandia,963.06,897.85,1426.21,608.23,1315.09,2520.89
holambra,1736.39,1317.24,1695.01,823.86,3053.61,4897.64
hortolandia,1125.46,1105.43,1618.14,726.68,1289.58,3057.2
iacanga,1050.85,963.99,1802.81,621.55,1473.96,2808.14
iacri,869.77,811.12,1615.29,537.77,1129.37,2481.74
