city,total,regular,military_and_gov,irregular,employers,entrepreneur
granjeiro,110,151,151,80,200,100
groairas,120,171,207,100,0,100
guaiuba,151,180,125,120,302,140
guaraciaba do norte,100,151,160,80,300,100
guaramiranga,144,160,178,100,200,120
hidrolandia,150,151,151,100,1000,150
horizonte,165,180,188,144,600,200
ibaretama,122,151,151,120,500,109
ibiapina,96,155,151,80,250,100
ibicuitinga,146,151,140,120,180,150
icapui,150,200,242,150,600,100
ico,150,290,151,100,1000,120
iguatu,151,200,302,120,800,151
independencia,138,296,151,100,600,150
ipaporanga,100,151,151,60,8000,80
ipaumirim,150,151,151,100,1100,151
ipu,100,180,190,90,500,80
ipueiras,100,158,168,75,300,80
iracema,151,243,151,100,1000,200
iraucuba,110,194,220,100,200,80
itaicaba,90,151,200,100,300,50
itaitinga,180,226,280,151,500,151
itapage,140,200,250,120,300,150
itapipoca,150,180,360,120,1200,100
itapiuna,151,230,260,120,2000,151
itarema,100,151,150,100,900,100
itatira,140,250,151,100,700,100
jaguaretama,150,200,151,110,400,150
jaguaribara,130,180,150,100,500,120
jaguaribe,100,200,219,100,1000,60
jaguaruana,150,197,220,80,1000,150
jardim,100,151,190,70,700,90
jati,120,220,151,100,172,120
jijoca de jericoacoara,110,340,151,120,240,100
juazeiro do norte,151,190,342,120,1000,175
jucas,130,151,201,99,2000,100
lavras da mangabeira,116,160,200,80,302,120
limoeiro do norte,151,220,300,140,700,151
madalena,100,151,120,100,0,100
maracanau,200,240,350,151,700,200
maranguape,151,180,300,150,500,151
marco,120,180,180,100,300,120
martinopole,100,151,151,100,0,100
massape,120,160,150,100,100,75
mauriti,100,167,156,80,400,100
meruoca,100,151,151,100,450,80
milagres,100,169,290,80,800,100
milha,100,151,151,90,500,100
miraima,110,151,140,100,350,100
missao velha,120,151,180,95,1000,100
mombaca,120,190,160,110,1000,120
monsenhor tabosa,98,104,151,87,100,90
morada nova,150,200,154,100,500,144
moraujo,60,220,151,120,0,50
morrinhos,100,147,144,100,600,100
mucambo,90,150,180,80,500,75
mulungu,120,151,151,100,400,120
nova olinda,144,151,153,100,1200,120
nova russas,140,205,280,120,500,100
novo oriente,120,176,350,80,600,132
ocara,150,200,151,100,500,140
oros,100,164,203,80,800,70
pacajus,160,200,230,150,500,200
pacatuba,200,220,312,151,800,200
pacoti,120,162,223,100,400,100
pacuja,80,151,120,69,240,80
palhano,130,150,140,80,1000,150
palmacia,120,173,204,100,900,90
paracuru,151,162,151,125,600,151
paraipaba,140,250,175,100,500,150
parambu,100,151,120,72,240,100
paramoti,149,151,184,100,700,140
pedra branca,130,205,138,100,300,150
penaforte,143,200,171,80,400,150
pentecoste,140,170,200,100,200,100
pereiro,150,196,180,100,800,100
pindoretama,150,151,250,120,2300,100
piquet carneiro,150,200,200,100,500,200
pires ferreira,50,151,151,70,140,35
poranga,100,151,170,80,800,80
porteiras,100,216,72,80,4000,100
potengi,130,166,270,100,350,120
potiretama,105,126,120,80,200,130
quiterianopolis,80,151,136,80,400,80
quixada,151,190,232,120,800,151
quixelo,100,140,151,80,600,100
quixeramobim,151,160,200,130,600,151
quixere,129,151,202,100,1000,100
redencao,150,200,218,100,150,105
reriutaba,80,150,151,80,900,60
russas,151,167,210,151,500,151
saboeiro,80,151,150,60,500,80
salitre,100,151,150,66,500,100
santa quiteria,150,250,195,140,500,120
santana do acarau,100,160,280,100,1000,60
santana do cariri,100,151,160,80,60,150
sao benedito,100,200,151,80,200,100
sao goncalo do amarante,151,220,151,144,500,150
sao joao do jaguaribe,150,167,278,100,500,150
sao luis do curu,130,250,151,120,1000,151
senador pompeu,145,201,260,100,2600,100
senador sa,70,135,151,77,300,35
sobral,151,173,302,150,1000,151
solonopole,105,200,200,100,700,100
tabuleiro do norte,151,225,300,120,1000,151
tamboril,100,151,151,80,800,70
tarrafas,124,151,100,100,700,230
taua,120,151,200,99,600,140
tejucuoca,80,151,150,50,500,80
tiangua,120,151,200,100,200,120
trairi,90,160,155,80,453,75
tururu,150,151,172,100,1500,100
ubajara,120,151,190,100,700,140
umari,103,200,151,80,6000,100
umirim,135,192,151,120,1000,100
uruburetama,130,151,200,100,1000,150
uruoca,80,100,118,84,2000,70
varjota,108,210,151,100,1000,100
varzea alegre,100,151,154,80,300,100
vicosa do ceara,80,151,120,80,300,70
